model,contrastive,acc1,acc5,precision_macro,recall_macro,f1_macro,gradient,window,seed,lr,batch,epochs,run_name,timestamp,_source_file
transformer,True,63.34661245346069,86.05577945709229,63.89708186550291,63.52525252525252,61.77971672745788,25,100,6,0.0003,32,90,SEL_grad25_w100-transformer-c1-g25-w100-bs32-lr0.0003-seed6-20260223-184954-63fd8a,2026-02-23T18:50:30,/orcd/home/002/dewei/workspace/SmellNet/models/contrastive_runs_w100_seed6/SEL_grad25_w100-transformer-c1-g25-w100-bs32-lr0.0003-seed6-20260223-184954-63fd8a/results.jsonl
cnn,True,58.96414518356323,88.44621777534485,66.69685079110775,59.060606060606055,57.04724452840351,25,100,6,0.001,32,90,SEL_grad25_w100-cnn-c1-g25-w100-bs32-lr0.001-seed6-20260223-185053-234dfb,2026-02-23T18:51:13,/orcd/home/002/dewei/workspace/SmellNet/models/contrastive_runs_w100_seed6/SEL_grad25_w100-cnn-c1-g25-w100-bs32-lr0.001-seed6-20260223-185053-234dfb/results.jsonl
cnn,True,57.569724321365356,89.44223523139954,65.46090310839887,57.527272727272724,56.09247388939813,25,100,6,0.003,32,90,SEL_grad25_w100-cnn-c1-g25-w100-bs32-lr0.003-seed6-20260223-185254-18d5d8,2026-02-23T18:53:14,/orcd/home/002/dewei/workspace/SmellNet/models/contrastive_runs_w100_seed6/SEL_grad25_w100-cnn-c1-g25-w100-bs32-lr0.003-seed6-20260223-185254-18d5d8/results.jsonl
cnn,True,56.97211027145386,87.45020031929016,62.66207229463044,57.27676767676767,55.90122367987438,25,100,6,0.0003,32,90,SEL_grad25_w100-cnn-c1-g25-w100-bs32-lr0.0003-seed6-20260223-184851-f3d38c,2026-02-23T18:49:11,/orcd/home/002/dewei/workspace/SmellNet/models/contrastive_runs_w100_seed6/SEL_grad25_w100-cnn-c1-g25-w100-bs32-lr0.0003-seed6-20260223-184851-f3d38c/results.jsonl
lstm,True,56.97211027145386,85.25896668434143,57.12109295932826,57.032323232323236,55.23115272280958,25,100,6,0.001,32,90,SEL_grad25_w100-lstm-c1-g25-w100-bs32-lr0.001-seed6-20260223-185116-75d090,2026-02-23T18:51:52,/orcd/home/002/dewei/workspace/SmellNet/models/contrastive_runs_w100_seed6/SEL_grad25_w100-lstm-c1-g25-w100-bs32-lr0.001-seed6-20260223-185116-75d090/results.jsonl
lstm,True,56.7729115486145,82.66932368278503,58.3170170267357,56.46969696969696,54.92740945792366,25,100,6,0.003,32,90,SEL_grad25_w100-lstm-c1-g25-w100-bs32-lr0.003-seed6-20260223-185317-b9d30b,2026-02-23T18:53:54,/orcd/home/002/dewei/workspace/SmellNet/models/contrastive_runs_w100_seed6/SEL_grad25_w100-lstm-c1-g25-w100-bs32-lr0.003-seed6-20260223-185317-b9d30b/results.jsonl
transformer,True,56.57370686531067,84.86056327819824,60.99915078134892,56.90808080808081,54.75626502845707,25,100,6,0.001,32,90,SEL_grad25_w100-transformer-c1-g25-w100-bs32-lr0.001-seed6-20260223-185156-45e093,2026-02-23T18:52:32,/orcd/home/002/dewei/workspace/SmellNet/models/contrastive_runs_w100_seed6/SEL_grad25_w100-transformer-c1-g25-w100-bs32-lr0.001-seed6-20260223-185156-45e093/results.jsonl
lstm,True,56.17530345916748,81.27490282058716,57.23563774546747,56.3030303030303,54.78194368882626,25,100,6,0.0003,32,90,SEL_grad25_w100-lstm-c1-g25-w100-bs32-lr0.0003-seed6-20260223-184914-dcb1bb,2026-02-23T18:49:51,/orcd/home/002/dewei/workspace/SmellNet/models/contrastive_runs_w100_seed6/SEL_grad25_w100-lstm-c1-g25-w100-bs32-lr0.0003-seed6-20260223-184914-dcb1bb/results.jsonl
transformer,True,49.40239191055298,85.25896668434143,51.12701108511446,49.29191919191919,46.70846416965597,25,100,6,0.003,32,90,SEL_grad25_w100-transformer-c1-g25-w100-bs32-lr0.003-seed6-20260223-185358-fa15d3,2026-02-23T18:54:33,/orcd/home/002/dewei/workspace/SmellNet/models/contrastive_runs_w100_seed6/SEL_grad25_w100-transformer-c1-g25-w100-bs32-lr0.003-seed6-20260223-185358-fa15d3/results.jsonl
mlp,True,30.876493453979492,63.74502182006836,32.408424880640155,30.957575757575757,28.657367787380643,25,100,6,0.0003,32,90,SEL_grad25_w100-mlp-c1-g25-w100-bs32-lr0.0003-seed6-20260223-184831-c14d22,2026-02-23T18:48:47,/orcd/home/002/dewei/workspace/SmellNet/models/contrastive_runs_w100_seed6/SEL_grad25_w100-mlp-c1-g25-w100-bs32-lr0.0003-seed6-20260223-184831-c14d22/results.jsonl
mlp,True,30.876493453979492,63.34661245346069,35.449942597191104,31.036363636363635,28.302636548533844,25,100,6,0.003,32,90,SEL_grad25_w100-mlp-c1-g25-w100-bs32-lr0.003-seed6-20260223-185235-6e23e5,2026-02-23T18:52:51,/orcd/home/002/dewei/workspace/SmellNet/models/contrastive_runs_w100_seed6/SEL_grad25_w100-mlp-c1-g25-w100-bs32-lr0.003-seed6-20260223-185235-6e23e5/results.jsonl
mlp,True,30.478090047836304,61.95219159126282,32.40658511959882,30.363636363636363,28.182534500539504,25,100,6,0.001,32,90,SEL_grad25_w100-mlp-c1-g25-w100-bs32-lr0.001-seed6-20260223-185033-7cd963,2026-02-23T18:50:50,/orcd/home/002/dewei/workspace/SmellNet/models/contrastive_runs_w100_seed6/SEL_grad25_w100-mlp-c1-g25-w100-bs32-lr0.001-seed6-20260223-185033-7cd963/results.jsonl
