model,contrastive,acc1,acc5,precision_macro,recall_macro,f1_macro,gradient,window,seed,lr,batch,epochs,run_name,timestamp,_source_file
transformer,False,62.54980079681275,91.23505976095618,64.35431235431237,62.4909090909091,60.74231428697037,25,100,42,0.001,32,90,SEL_grad_w100-transformer-c0-g25-w100-bs32-lr0.001-seed42-20251117-040545-35f10d,2025-11-17T04:06:17,/orcd/home/002/dewei/workspace/SmellNet/models/sensory_runs_w100_all/SEL_grad_w100-transformer-c0-g25-w100-bs32-lr0.001-seed42-20251117-040545-35f10d/results.jsonl
transformer,False,62.54980079681275,91.23505976095618,64.35431235431237,62.4909090909091,60.74231428697037,25,100,42,0.001,32,90,SEL_grad_w100-transformer-c0-g25-w100-bs32-lr0.001-seed42-20251117-040545-35f10d,2025-11-17T04:06:17,/orcd/home/002/dewei/workspace/SmellNet/models/sensory_runs_w100_all/SEL_grad_w100-transformer-c0-g25-w100-bs32-lr0.001-seed42-20251117-040545-35f10d/results.jsonl
transformer,False,60.3585657370518,92.43027888446214,64.64280283139483,60.13838383838384,58.99441022199235,25,100,42,0.0003,32,90,SEL_grad_w100-transformer-c0-g25-w100-bs32-lr0.0003-seed42-20251117-040434-c3e1b7,2025-11-17T04:05:05,/orcd/home/002/dewei/workspace/SmellNet/models/sensory_runs_w100_all/SEL_grad_w100-transformer-c0-g25-w100-bs32-lr0.0003-seed42-20251117-040434-c3e1b7/results.jsonl
transformer,False,60.3585657370518,92.43027888446214,64.64280283139483,60.13838383838384,58.99441022199235,25,100,42,0.0003,32,90,SEL_grad_w100-transformer-c0-g25-w100-bs32-lr0.0003-seed42-20251117-040434-c3e1b7,2025-11-17T04:05:05,/orcd/home/002/dewei/workspace/SmellNet/models/sensory_runs_w100_all/SEL_grad_w100-transformer-c0-g25-w100-bs32-lr0.0003-seed42-20251117-040434-c3e1b7/results.jsonl
transformer,False,53.38645418326693,88.84462151394422,58.19204543911318,53.41010101010101,52.63979505714242,25,100,42,0.003,32,90,SEL_grad_w100-transformer-c0-g25-w100-bs32-lr0.003-seed42-20251117-040657-fc18b6,2025-11-17T04:07:28,/orcd/home/002/dewei/workspace/SmellNet/models/sensory_runs_w100_all/SEL_grad_w100-transformer-c0-g25-w100-bs32-lr0.003-seed42-20251117-040657-fc18b6/results.jsonl
transformer,False,53.38645418326693,88.84462151394422,58.19204543911318,53.41010101010101,52.63979505714242,25,100,42,0.003,32,90,SEL_grad_w100-transformer-c0-g25-w100-bs32-lr0.003-seed42-20251117-040657-fc18b6,2025-11-17T04:07:28,/orcd/home/002/dewei/workspace/SmellNet/models/sensory_runs_w100_all/SEL_grad_w100-transformer-c0-g25-w100-bs32-lr0.003-seed42-20251117-040657-fc18b6/results.jsonl
transformer,False,38.04143126177024,79.09604519774011,35.033381140030755,38.604292929292924,35.00460870165006,0,100,42,0.003,32,90,SEL_grad_w100-transformer-c0-g0-w100-bs32-lr0.003-seed42-20251117-040621-cabdda,2025-11-17T04:06:54,/orcd/home/002/dewei/workspace/SmellNet/models/sensory_runs_w100_all/SEL_grad_w100-transformer-c0-g0-w100-bs32-lr0.003-seed42-20251117-040621-cabdda/results.jsonl
transformer,False,38.04143126177024,79.09604519774011,35.033381140030755,38.604292929292924,35.00460870165006,0,100,42,0.003,32,90,SEL_grad_w100-transformer-c0-g0-w100-bs32-lr0.003-seed42-20251117-040621-cabdda,2025-11-17T04:06:54,/orcd/home/002/dewei/workspace/SmellNet/models/sensory_runs_w100_all/SEL_grad_w100-transformer-c0-g0-w100-bs32-lr0.003-seed42-20251117-040621-cabdda/results.jsonl
transformer,False,37.664783427495294,77.77777777777779,33.304032300387796,38.44343434343434,33.036199551414526,0,100,42,0.001,32,90,SEL_grad_w100-transformer-c0-g0-w100-bs32-lr0.001-seed42-20251117-040507-3a64b0,2025-11-17T04:05:40,/orcd/home/002/dewei/workspace/SmellNet/models/sensory_runs_w100_all/SEL_grad_w100-transformer-c0-g0-w100-bs32-lr0.001-seed42-20251117-040507-3a64b0/results.jsonl
transformer,False,37.664783427495294,77.77777777777779,33.304032300387796,38.44343434343434,33.036199551414526,0,100,42,0.001,32,90,SEL_grad_w100-transformer-c0-g0-w100-bs32-lr0.001-seed42-20251117-040507-3a64b0,2025-11-17T04:05:40,/orcd/home/002/dewei/workspace/SmellNet/models/sensory_runs_w100_all/SEL_grad_w100-transformer-c0-g0-w100-bs32-lr0.001-seed42-20251117-040507-3a64b0/results.jsonl
transformer,False,37.28813559322034,83.05084745762711,38.54126279637116,37.68510101010101,35.47954983601363,0,100,42,0.0003,32,90,SEL_grad_w100-transformer-c0-g0-w100-bs32-lr0.0003-seed42-20251117-040359-d00cef,2025-11-17T04:04:31,/orcd/home/002/dewei/workspace/SmellNet/models/sensory_runs_w100_all/SEL_grad_w100-transformer-c0-g0-w100-bs32-lr0.0003-seed42-20251117-040359-d00cef/results.jsonl
transformer,False,37.28813559322034,83.05084745762711,38.54126279637116,37.68510101010101,35.47954983601363,0,100,42,0.0003,32,90,SEL_grad_w100-transformer-c0-g0-w100-bs32-lr0.0003-seed42-20251117-040359-d00cef,2025-11-17T04:04:31,/orcd/home/002/dewei/workspace/SmellNet/models/sensory_runs_w100_all/SEL_grad_w100-transformer-c0-g0-w100-bs32-lr0.0003-seed42-20251117-040359-d00cef/results.jsonl
