timestamp_ms,NO2,C2H5CH,VOC,CO
0.0,249.0,320.0,200.0,455.0
100.0,248.0,321.0,199.0,455.0
200.0,249.0,320.0,200.0,457.0
300.0,249.0,321.0,200.0,458.0
400.0,250.0,321.0,200.0,459.0
500.0,250.0,322.0,201.0,460.0
600.0,250.0,322.0,201.0,461.0
700.0,250.0,322.0,201.0,462.0
800.0,250.0,322.0,201.0,464.0
900.0,251.0,322.0,201.0,465.0
1000.0,251.0,323.0,201.0,465.0
1100.0,251.0,323.0,202.0,466.0
1200.0,251.0,323.0,202.0,467.0
1300.0,250.0,323.0,203.0,468.0
1400.0,251.0,323.0,202.0,468.0
1500.0,251.0,324.0,203.0,468.0
1600.0,251.0,324.0,203.0,470.0
1700.0,252.0,325.0,203.0,471.0
1800.0,251.0,325.0,204.0,471.0
1900.0,252.0,325.0,203.0,470.0
2000.0,251.0,324.0,204.0,472.0
2100.0,252.0,326.0,204.0,472.0
2200.0,252.0,326.0,204.0,472.0
2300.0,252.0,326.0,204.0,472.0
2400.0,252.0,326.0,205.0,473.0
2500.0,253.0,326.0,205.0,474.0
2600.0,252.0,326.0,205.0,473.0
2700.0,253.0,327.0,205.0,472.0
2800.0,253.0,327.0,206.0,473.0
2900.0,253.0,328.0,206.0,473.0
3000.0,254.0,328.0,206.0,474.0
3100.0,254.0,328.0,206.0,474.0
3200.0,254.0,329.0,207.0,473.0
3300.0,254.0,328.0,207.0,474.0
3400.0,253.0,330.0,207.0,473.0
3500.0,254.0,329.0,207.0,474.0
3600.0,254.0,329.0,208.0,475.0
3700.0,254.0,330.0,208.0,475.0
3800.0,255.0,330.0,208.0,475.0
3900.0,255.0,330.0,208.0,475.0
4000.0,255.0,330.0,209.0,474.0
4100.0,256.0,330.0,208.0,475.0
4200.0,256.0,331.0,208.0,474.0
4300.0,256.0,332.0,210.0,474.0
4400.0,256.0,331.0,210.0,475.0
4500.0,257.0,332.0,209.0,476.0
4600.0,257.0,332.0,210.0,476.0
4700.0,257.0,333.0,210.0,476.0
4800.0,257.0,333.0,211.0,476.0
4900.0,258.0,332.0,211.0,477.0
5000.0,258.0,333.0,212.0,477.0
5100.0,257.0,333.0,211.0,476.0
5200.0,257.0,334.0,212.0,476.0
5300.0,258.0,334.0,211.0,477.0
5400.0,258.0,334.0,212.0,476.0
5500.0,258.0,334.0,212.0,475.0
5600.0,258.0,335.0,213.0,478.0
5700.0,258.0,335.0,213.0,477.0
5800.0,258.0,335.0,213.0,478.0
5900.0,259.0,336.0,213.0,478.0
6000.0,259.0,336.0,213.0,478.0
6100.0,259.0,336.0,214.0,478.0
6200.0,259.0,336.0,213.0,478.0
6300.0,260.0,337.0,214.0,479.0
6400.0,259.0,337.0,214.0,479.0
6500.0,259.0,338.0,214.0,478.0
6600.0,259.0,337.0,215.0,480.0
6700.0,259.0,337.0,215.0,480.0
6800.0,260.0,338.0,215.0,480.0
6900.0,259.0,339.0,215.0,480.0
7000.0,260.0,339.0,215.0,480.0
7100.0,261.0,339.0,216.0,480.0
7200.0,260.0,339.0,217.0,482.0
7300.0,261.0,340.0,216.0,482.0
7400.0,261.0,340.0,217.0,483.0
7500.0,260.0,340.0,216.0,483.0
7600.0,261.0,340.0,216.0,482.0
7700.0,262.0,341.0,217.0,483.0
7800.0,260.0,341.0,218.0,483.0
7900.0,262.0,342.0,218.0,484.0
8000.0,261.0,341.0,217.0,484.0
8100.0,262.0,342.0,218.0,483.0
8200.0,263.0,342.0,218.0,484.0
8300.0,261.0,343.0,219.0,485.0
8400.0,263.0,343.0,219.0,486.0
8500.0,263.0,343.0,218.0,485.0
8600.0,263.0,344.0,219.0,486.0
8700.0,263.0,344.0,220.0,487.0
8800.0,263.0,344.0,219.0,487.0
8900.0,264.0,345.0,220.0,487.0
9000.0,264.0,344.0,220.0,488.0
9100.0,264.0,346.0,220.0,488.0
