timestamp,run_name,_source_file,model,gradient,window,epochs,batch,lr,seed,device,fft,fft_cutoff,sampling_rate,stride,dtype,ds_train_windows,ds_test_windows,ds_T,ds_C,ds_classes,kl,mae,acc@0.1,acc@0.2,dynTopK%,cosine,presence_f1,presence_precision,presence_recall,_lineno
2025-11-18T23:42:20,mix-cnn-g0-w50-cnn-g0-w50-bs64-lr0.0003-seed42-20251118-233923-0014fe,/orcd/home/002/dewei/workspace/SmellNet/models/mixture_runs_w50/mix-cnn-g0-w50-cnn-g0-w50-bs64-lr0.0003-seed42-20251118-233923-0014fe/results.jsonl,cnn,0,50,60,64,0.0003,42,,False,0.05,1.0,,float32,23023,5681,50,5,12,0.3697983058970003,0.040445887931986196,0.4816640266973858,0.7296250662508197,86.7462971810798,0.867125031034941,0.858440366972477,0.8254962505513895,0.8941232680363115,0
2025-11-18T23:57:03,mix-cnn-g0-w50-cnn-g0-w50-bs64-lr0.001-seed42-20251118-235404-01c924,/orcd/home/002/dewei/workspace/SmellNet/models/mixture_runs_w50/mix-cnn-g0-w50-cnn-g0-w50-bs64-lr0.001-seed42-20251118-235404-01c924/results.jsonl,cnn,0,50,60,64,0.001,42,,False,0.05,1.0,,float32,23023,5681,50,5,12,0.42264184959002593,0.045412936268813826,0.44425864032699364,0.729537053535027,84.08026755852843,0.842512340712348,0.8365197740112994,0.7936535162950257,0.8842809364548495,0
2025-11-19T00:11:51,mix-cnn-g0-w50-cnn-g0-w50-bs64-lr0.003-seed42-20251119-000855-452b0e,/orcd/home/002/dewei/workspace/SmellNet/models/mixture_runs_w50/mix-cnn-g0-w50-cnn-g0-w50-bs64-lr0.003-seed42-20251119-000855-452b0e/results.jsonl,cnn,0,50,60,64,0.003,42,,False,0.05,1.0,,float32,23023,5681,50,5,12,0.40454210646534233,0.04466346289774173,0.4072346421294052,0.6820688850127188,86.49784997611084,0.860017234924402,0.841186417439788,0.8061492641906096,0.8794075489727664,0
2025-11-18T23:46:23,mix-lstm-g0-w50-lstm-g0-w50-bs64-lr0.0003-seed42-20251118-234225-0369ad,/orcd/home/002/dewei/workspace/SmellNet/models/mixture_runs_w50/mix-lstm-g0-w50-lstm-g0-w50-bs64-lr0.0003-seed42-20251118-234225-0369ad/results.jsonl,lstm,0,50,60,64,0.0003,42,,False,0.05,1.0,,float32,23023,5681,50,5,12,0.4158365638780125,0.03990401579145593,0.46458956768680176,0.6934811946918082,89.393215480172,0.8775045709505841,0.8602091859936334,0.8206507592190889,0.903774486383182,0
2025-11-19T00:01:09,mix-lstm-g0-w50-lstm-g0-w50-bs64-lr0.001-seed42-20251118-235709-f4283a,/orcd/home/002/dewei/workspace/SmellNet/models/mixture_runs_w50/mix-lstm-g0-w50-lstm-g0-w50-bs64-lr0.001-seed42-20251118-235709-f4283a/results.jsonl,lstm,0,50,60,64,0.001,42,,False,0.05,1.0,,float32,23023,5681,50,5,12,0.45558561319537627,0.03833581752593765,0.4519450802489121,0.7308865810936762,87.67319636884854,0.880087001931067,0.8475782176411565,0.8107494982985778,0.8879120879120879,0
2025-11-19T00:15:57,mix-lstm-g0-w50-lstm-g0-w50-bs64-lr0.003-seed42-20251119-001157-6c725b,/orcd/home/002/dewei/workspace/SmellNet/models/mixture_runs_w50/mix-lstm-g0-w50-lstm-g0-w50-bs64-lr0.003-seed42-20251119-001157-6c725b/results.jsonl,lstm,0,50,60,64,0.003,42,,False,0.05,1.0,,float32,23023,5681,50,5,12,0.4924450067886978,0.04481316332213497,0.42709616894160457,0.6651411138093297,86.0582895365504,0.848258443023179,0.8325524268753127,0.7944955721479423,0.8744386048733875,0
2025-11-18T23:39:19,mix-mlp-g0-w50-mlp-g0-w50-bs64-lr0.0003-seed42-20251118-233645-016625,/orcd/home/002/dewei/workspace/SmellNet/models/mixture_runs_w50/mix-mlp-g0-w50-mlp-g0-w50-bs64-lr0.0003-seed42-20251118-233645-016625/results.jsonl,mlp,0,50,60,64,0.0003,42,,False,0.05,1.0,,float32,23023,5681,50,5,12,0.4433731762901618,0.04348623926824566,0.42894443499750284,0.6749985334823257,84.67271858576207,0.8614939754349132,0.8168660120072602,0.7962257303574669,0.8386048733874821,0
2025-11-18T23:53:59,mix-mlp-g0-w50-mlp-g0-w50-bs64-lr0.001-seed42-20251118-235125-bd3e71,/orcd/home/002/dewei/workspace/SmellNet/models/mixture_runs_w50/mix-mlp-g0-w50-mlp-g0-w50-bs64-lr0.001-seed42-20251118-235125-bd3e71/results.jsonl,mlp,0,50,60,64,0.001,42,,False,0.05,1.0,,float32,23023,5681,50,5,12,0.45019712727098316,0.04284023921779786,0.44015138212422883,0.6918089541619228,85.01672240802675,0.8609914664166628,0.8147972492293099,0.8088512241054614,0.820831342570473,0
2025-11-19T00:08:49,mix-mlp-g0-w50-mlp-g0-w50-bs64-lr0.003-seed42-20251119-000615-96bc7c,/orcd/home/002/dewei/workspace/SmellNet/models/mixture_runs_w50/mix-mlp-g0-w50-mlp-g0-w50-bs64-lr0.003-seed42-20251119-000615-96bc7c/results.jsonl,mlp,0,50,60,64,0.003,42,,False,0.05,1.0,,float32,23023,5681,50,5,12,0.506955320339943,0.046535283651495916,0.4050636628766942,0.6604177670733985,84.03248924988056,0.8414168529202802,0.7693606641962568,0.7555739819421411,0.7836598184424272,0
2025-11-18T23:51:20,mix-transformer-g0-w50-transformer-g0-w50-bs64-lr0.0003-seed42-20251118-234628-65fab1,/orcd/home/002/dewei/workspace/SmellNet/models/mixture_runs_w50/mix-transformer-g0-w50-transformer-g0-w50-bs64-lr0.0003-seed42-20251118-234628-65fab1/results.jsonl,transformer,0,50,60,64,0.0003,42,,False,0.05,1.0,,float32,23023,5681,50,5,12,0.48033842431339485,0.03952652193721007,0.5026403804613112,0.7199436720461309,87.97897754419493,0.8632582563633718,0.8125987178296015,0.7907060844408281,0.8357381748686097,0
