model,contrastive,acc1,acc5,precision_macro,recall_macro,f1_macro,gradient,window,seed,lr,batch,epochs,run_name,timestamp,_source_file
transformer,False,43.67588932806324,80.8300395256917,44.32015436515436,44.06810966810966,41.43640426003924,25,100,42,0.0003,32,90,SEL_heldoutday1_grad25_w100-transformer-c0-g25-w100-bs32-lr0.0003-seed42-20251118-222909-c3e1b7,2025-11-18T22:29:40,/orcd/home/002/dewei/workspace/SmellNet/models/held_runs_w100_heldout_days_1/SEL_heldoutday1_grad25_w100-transformer-c0-g25-w100-bs32-lr0.0003-seed42-20251118-222909-c3e1b7/results.jsonl
transformer,False,43.67588932806324,80.8300395256917,44.32015436515436,44.06810966810966,41.43640426003924,25,100,42,0.0003,32,90,SEL_heldoutday1_grad25_w100-transformer-c0-g25-w100-bs32-lr0.0003-seed42-20251118-222909-c3e1b7,2025-11-18T22:29:40,/orcd/home/002/dewei/workspace/SmellNet/models/held_runs_w100_heldout_days_1/SEL_heldoutday1_grad25_w100-transformer-c0-g25-w100-bs32-lr0.0003-seed42-20251118-222909-c3e1b7/results.jsonl
transformer,False,37.74703557312253,73.51778656126481,40.61134412543081,38.166378066378066,36.127867267527456,25,100,42,0.003,32,90,SEL_heldoutday1_grad25_w100-transformer-c0-g25-w100-bs32-lr0.003-seed42-20251118-223129-fc18b6,2025-11-18T22:32:00,/orcd/home/002/dewei/workspace/SmellNet/models/held_runs_w100_heldout_days_1/SEL_heldoutday1_grad25_w100-transformer-c0-g25-w100-bs32-lr0.003-seed42-20251118-223129-fc18b6/results.jsonl
transformer,False,37.74703557312253,73.51778656126481,40.61134412543081,38.166378066378066,36.127867267527456,25,100,42,0.003,32,90,SEL_heldoutday1_grad25_w100-transformer-c0-g25-w100-bs32-lr0.003-seed42-20251118-223129-fc18b6,2025-11-18T22:32:00,/orcd/home/002/dewei/workspace/SmellNet/models/held_runs_w100_heldout_days_1/SEL_heldoutday1_grad25_w100-transformer-c0-g25-w100-bs32-lr0.003-seed42-20251118-223129-fc18b6/results.jsonl
transformer,False,37.15415019762846,73.3201581027668,34.864469354175235,37.27344877344877,34.03676644796749,25,100,42,0.001,32,90,SEL_heldoutday1_grad25_w100-transformer-c0-g25-w100-bs32-lr0.001-seed42-20251118-223019-35f10d,2025-11-18T22:30:50,/orcd/home/002/dewei/workspace/SmellNet/models/held_runs_w100_heldout_days_1/SEL_heldoutday1_grad25_w100-transformer-c0-g25-w100-bs32-lr0.001-seed42-20251118-223019-35f10d/results.jsonl
transformer,False,37.15415019762846,73.3201581027668,34.864469354175235,37.27344877344877,34.03676644796749,25,100,42,0.001,32,90,SEL_heldoutday1_grad25_w100-transformer-c0-g25-w100-bs32-lr0.001-seed42-20251118-223019-35f10d,2025-11-18T22:30:50,/orcd/home/002/dewei/workspace/SmellNet/models/held_runs_w100_heldout_days_1/SEL_heldoutday1_grad25_w100-transformer-c0-g25-w100-bs32-lr0.001-seed42-20251118-223019-35f10d/results.jsonl
transformer,False,23.163841807909606,46.32768361581921,23.000857933489513,23.78888888888889,19.05506137562805,0,100,42,0.0003,32,90,SEL_heldoutday1_grad0_w100-transformer-c0-g0-w100-bs32-lr0.0003-seed42-20251118-222833-d00cef,2025-11-18T22:29:06,/orcd/home/002/dewei/workspace/SmellNet/models/held_runs_w100_heldout_days_1/SEL_heldoutday1_grad0_w100-transformer-c0-g0-w100-bs32-lr0.0003-seed42-20251118-222833-d00cef/results.jsonl
transformer,False,23.163841807909606,46.32768361581921,23.000857933489513,23.78888888888889,19.05506137562805,0,100,42,0.0003,32,90,SEL_heldoutday1_grad0_w100-transformer-c0-g0-w100-bs32-lr0.0003-seed42-20251118-222833-d00cef,2025-11-18T22:29:06,/orcd/home/002/dewei/workspace/SmellNet/models/held_runs_w100_heldout_days_1/SEL_heldoutday1_grad0_w100-transformer-c0-g0-w100-bs32-lr0.0003-seed42-20251118-222833-d00cef/results.jsonl
transformer,False,19.774011299435028,54.99058380414312,19.817168131620463,20.283838383838386,17.372546226987886,0,100,42,0.001,32,90,SEL_heldoutday1_grad0_w100-transformer-c0-g0-w100-bs32-lr0.001-seed42-20251118-222943-3a64b0,2025-11-18T22:30:16,/orcd/home/002/dewei/workspace/SmellNet/models/held_runs_w100_heldout_days_1/SEL_heldoutday1_grad0_w100-transformer-c0-g0-w100-bs32-lr0.001-seed42-20251118-222943-3a64b0/results.jsonl
transformer,False,19.774011299435028,54.99058380414312,19.817168131620463,20.283838383838386,17.372546226987886,0,100,42,0.001,32,90,SEL_heldoutday1_grad0_w100-transformer-c0-g0-w100-bs32-lr0.001-seed42-20251118-222943-3a64b0,2025-11-18T22:30:16,/orcd/home/002/dewei/workspace/SmellNet/models/held_runs_w100_heldout_days_1/SEL_heldoutday1_grad0_w100-transformer-c0-g0-w100-bs32-lr0.001-seed42-20251118-222943-3a64b0/results.jsonl
transformer,False,19.397363465160076,53.10734463276836,22.933046887282586,19.99191919191919,17.429223698211153,0,100,42,0.003,32,90,SEL_heldoutday1_grad0_w100-transformer-c0-g0-w100-bs32-lr0.003-seed42-20251118-223053-cabdda,2025-11-18T22:31:26,/orcd/home/002/dewei/workspace/SmellNet/models/held_runs_w100_heldout_days_1/SEL_heldoutday1_grad0_w100-transformer-c0-g0-w100-bs32-lr0.003-seed42-20251118-223053-cabdda/results.jsonl
transformer,False,19.397363465160076,53.10734463276836,22.933046887282586,19.99191919191919,17.429223698211153,0,100,42,0.003,32,90,SEL_heldoutday1_grad0_w100-transformer-c0-g0-w100-bs32-lr0.003-seed42-20251118-223053-cabdda,2025-11-18T22:31:26,/orcd/home/002/dewei/workspace/SmellNet/models/held_runs_w100_heldout_days_1/SEL_heldoutday1_grad0_w100-transformer-c0-g0-w100-bs32-lr0.003-seed42-20251118-223053-cabdda/results.jsonl
