model,contrastive,acc1,acc5,precision_macro,recall_macro,f1_macro,gradient,window,seed,lr,batch,epochs,run_name,timestamp,_source_file
transformer,True,55.97609877586365,85.85657477378845,61.26686748064457,56.03838383838383,54.05146965349239,25,100,64,0.0003,32,90,SEL_grad25_w100-transformer-c1-g25-w100-bs32-lr0.0003-seed64-20260222-182908-627cac,2026-02-22T18:29:44,/orcd/home/002/dewei/workspace/SmellNet/models/contrastive_runs_w100_seed64/SEL_grad25_w100-transformer-c1-g25-w100-bs32-lr0.0003-seed64-20260222-182908-627cac/results.jsonl
transformer,True,53.585660457611084,86.45418882369995,56.0257865428918,53.710101010101006,51.71413028019454,25,100,64,0.001,32,90,SEL_grad25_w100-transformer-c1-g25-w100-bs32-lr0.001-seed64-20260222-183341-ef54b2,2026-02-22T18:34:21,/orcd/home/002/dewei/workspace/SmellNet/models/contrastive_runs_w100_seed64/SEL_grad25_w100-transformer-c1-g25-w100-bs32-lr0.001-seed64-20260222-183341-ef54b2/results.jsonl
lstm,True,53.585660457611084,82.07171559333801,53.70851648351649,53.28484848484848,51.127630724076525,25,100,64,0.003,32,90,SEL_grad25_w100-lstm-c1-g25-w100-bs32-lr0.003-seed64-20260222-183648-80fd76,2026-02-22T18:37:30,/orcd/home/002/dewei/workspace/SmellNet/models/contrastive_runs_w100_seed64/SEL_grad25_w100-lstm-c1-g25-w100-bs32-lr0.003-seed64-20260222-183648-80fd76/results.jsonl
transformer,True,52.98805236816406,84.86056327819824,53.75391218688432,53.0060606060606,50.42312733968187,25,100,64,0.003,32,90,SEL_grad25_w100-transformer-c1-g25-w100-bs32-lr0.003-seed64-20260222-183820-a72865,2026-02-22T18:39:00,/orcd/home/002/dewei/workspace/SmellNet/models/contrastive_runs_w100_seed64/SEL_grad25_w100-transformer-c1-g25-w100-bs32-lr0.003-seed64-20260222-183820-a72865/results.jsonl
lstm,True,52.98805236816406,83.86454582214355,51.85120565708801,52.89090909090909,50.470687134970035,25,100,64,0.0003,32,90,SEL_grad25_w100-lstm-c1-g25-w100-bs32-lr0.0003-seed64-20260222-182748-7866e6,2026-02-22T18:28:25,/orcd/home/002/dewei/workspace/SmellNet/models/contrastive_runs_w100_seed64/SEL_grad25_w100-lstm-c1-g25-w100-bs32-lr0.0003-seed64-20260222-182748-7866e6/results.jsonl
lstm,True,52.5896430015564,83.86454582214355,57.05638528138528,52.714141414141416,51.79452654189362,25,100,64,0.001,32,90,SEL_grad25_w100-lstm-c1-g25-w100-bs32-lr0.001-seed64-20260222-183210-307057,2026-02-22T18:32:52,/orcd/home/002/dewei/workspace/SmellNet/models/contrastive_runs_w100_seed64/SEL_grad25_w100-lstm-c1-g25-w100-bs32-lr0.001-seed64-20260222-183210-307057/results.jsonl
cnn,True,43.625497817993164,78.8844645023346,54.71815234798526,43.770707070707076,42.262260404228364,25,100,64,0.0003,32,90,SEL_grad25_w100-cnn-c1-g25-w100-bs32-lr0.0003-seed64-20260222-182643-c8d982,2026-02-22T18:27:03,/orcd/home/002/dewei/workspace/SmellNet/models/contrastive_runs_w100_seed64/SEL_grad25_w100-cnn-c1-g25-w100-bs32-lr0.0003-seed64-20260222-182643-c8d982/results.jsonl
cnn,True,41.83267056941986,79.48207259178162,52.385075018697314,41.73636363636363,41.1484047963024,25,100,64,0.003,32,90,SEL_grad25_w100-cnn-c1-g25-w100-bs32-lr0.003-seed64-20260222-183535-3d4468,2026-02-22T18:35:57,/orcd/home/002/dewei/workspace/SmellNet/models/contrastive_runs_w100_seed64/SEL_grad25_w100-cnn-c1-g25-w100-bs32-lr0.003-seed64-20260222-183535-3d4468/results.jsonl
cnn,True,41.63346886634827,77.29083895683289,46.04286535617805,41.652525252525244,39.282586283917325,25,100,64,0.001,32,90,SEL_grad25_w100-cnn-c1-g25-w100-bs32-lr0.001-seed64-20260222-183057-2f4df9,2026-02-22T18:31:19,/orcd/home/002/dewei/workspace/SmellNet/models/contrastive_runs_w100_seed64/SEL_grad25_w100-cnn-c1-g25-w100-bs32-lr0.001-seed64-20260222-183057-2f4df9/results.jsonl
transformer,True,40.67796468734741,73.06967973709106,40.98923774712646,41.23535353535353,38.128442155002475,0,100,64,0.0003,32,90,SEL_grad0_w100-transformer-c1-g0-w100-bs32-lr0.0003-seed64-20260222-182828-bd77db,2026-02-22T18:29:05,/orcd/home/002/dewei/workspace/SmellNet/models/contrastive_runs_w100_seed64/SEL_grad0_w100-transformer-c1-g0-w100-bs32-lr0.0003-seed64-20260222-182828-bd77db/results.jsonl
