run_name,model,contrastive,gradient,window,seed,category,n,acc1,acc5
SEL_grad_w100-cnn-c1-g25-w100-bs32-lr0.003-seed42-20251117-032107-aaf132,cnn,True,25,100,42,Fruits,99,65.65656565656566,92.92929292929293
SEL_grad_w100-cnn-c1-g25-w100-bs32-lr0.003-seed42-20251117-032107-aaf132,cnn,True,25,100,42,Herbs,98,54.08163265306123,82.6530612244898
SEL_grad_w100-cnn-c1-g25-w100-bs32-lr0.003-seed42-20251117-032107-aaf132,cnn,True,25,100,42,Nuts,107,61.6822429906542,86.91588785046729
SEL_grad_w100-cnn-c1-g25-w100-bs32-lr0.003-seed42-20251117-032107-aaf132,cnn,True,25,100,42,Spices,98,61.224489795918366,89.79591836734694
SEL_grad_w100-cnn-c1-g25-w100-bs32-lr0.003-seed42-20251117-032107-aaf132,cnn,True,25,100,42,Vegetables,100,32.0,79.0
SEL_grad_w100-lstm-c1-g25-w100-bs32-lr0.003-seed42-20251117-032213-090bbf,lstm,True,25,100,42,Fruits,99,51.515151515151516,86.86868686868688
SEL_grad_w100-lstm-c1-g25-w100-bs32-lr0.003-seed42-20251117-032213-090bbf,lstm,True,25,100,42,Herbs,98,45.91836734693878,78.57142857142857
SEL_grad_w100-lstm-c1-g25-w100-bs32-lr0.003-seed42-20251117-032213-090bbf,lstm,True,25,100,42,Nuts,107,60.747663551401864,86.91588785046729
SEL_grad_w100-lstm-c1-g25-w100-bs32-lr0.003-seed42-20251117-032213-090bbf,lstm,True,25,100,42,Spices,98,63.26530612244898,87.75510204081633
SEL_grad_w100-lstm-c1-g25-w100-bs32-lr0.003-seed42-20251117-032213-090bbf,lstm,True,25,100,42,Vegetables,100,59.0,92.0
SEL_grad_w100-mlp-c1-g25-w100-bs32-lr0.0003-seed42-20251117-031159-a0c178,mlp,True,25,100,42,Fruits,99,24.242424242424242,57.57575757575758
SEL_grad_w100-mlp-c1-g25-w100-bs32-lr0.0003-seed42-20251117-031159-a0c178,mlp,True,25,100,42,Herbs,98,36.734693877551024,67.3469387755102
SEL_grad_w100-mlp-c1-g25-w100-bs32-lr0.0003-seed42-20251117-031159-a0c178,mlp,True,25,100,42,Nuts,107,22.429906542056074,48.598130841121495
SEL_grad_w100-mlp-c1-g25-w100-bs32-lr0.0003-seed42-20251117-031159-a0c178,mlp,True,25,100,42,Spices,98,38.775510204081634,68.36734693877551
SEL_grad_w100-mlp-c1-g25-w100-bs32-lr0.0003-seed42-20251117-031159-a0c178,mlp,True,25,100,42,Vegetables,100,21.0,62.0
SEL_grad_w100-transformer-c1-g25-w100-bs32-lr0.0003-seed42-20251117-031511-a36c7a,transformer,True,25,100,42,Fruits,99,52.52525252525253,93.93939393939394
SEL_grad_w100-transformer-c1-g25-w100-bs32-lr0.0003-seed42-20251117-031511-a36c7a,transformer,True,25,100,42,Herbs,98,58.16326530612245,80.61224489795919
SEL_grad_w100-transformer-c1-g25-w100-bs32-lr0.0003-seed42-20251117-031511-a36c7a,transformer,True,25,100,42,Nuts,107,57.009345794392516,88.78504672897196
SEL_grad_w100-transformer-c1-g25-w100-bs32-lr0.0003-seed42-20251117-031511-a36c7a,transformer,True,25,100,42,Spices,98,58.16326530612245,83.6734693877551
SEL_grad_w100-transformer-c1-g25-w100-bs32-lr0.0003-seed42-20251117-031511-a36c7a,transformer,True,25,100,42,Vegetables,100,53.0,84.0
