==== Channel ablation ====
model=transformer contrastive=1 grad=25 window=100
Baseline acc@1: 71.3147%

Channel	Δacc@1 (pts)	masked acc@1	Δacc@5 (pts)
ch5	18.1275		53.1873%		11.5538
ch10	16.3347		54.9801%		13.7450
ch9	15.1394		56.1753%		15.9363
ch3	14.3426		56.9721%		8.5657
ch4	14.3426		56.9721%		12.1514
ch11	11.3546		59.9602%		8.3665
ch2	9.9602		61.3546%		-0.1992
ch0	7.5697		63.7450%		2.7888
ch8	4.9801		66.3347%		4.7809
ch1	2.3904		68.9243%		-0.5976
ch7	2.3904		68.9243%		3.7849
ch6	0.3984		70.9163%		0.0000
