model,contrastive,acc1,acc5,precision_macro,recall_macro,f1_macro,gradient,window,seed,lr,batch,epochs,run_name,timestamp,_source_file
lstm,True,57.76892900466919,85.65737009048462,57.46565891109234,57.74141414141414,54.88390688458724,25,100,1,0.001,32,90,SEL_grad25_w100-lstm-c1-g25-w100-bs32-lr0.001-seed1-20260223-182045-7e2efc,2026-02-23T18:21:22,/orcd/home/002/dewei/workspace/SmellNet/models/contrastive_runs_w100_seed1/SEL_grad25_w100-lstm-c1-g25-w100-bs32-lr0.001-seed1-20260223-182045-7e2efc/results.jsonl
lstm,True,56.97211027145386,85.0597620010376,58.42634848811319,57.136363636363626,54.98454800378275,25,100,1,0.003,32,90,SEL_grad25_w100-lstm-c1-g25-w100-bs32-lr0.003-seed1-20260223-182247-daf00c,2026-02-23T18:23:24,/orcd/home/002/dewei/workspace/SmellNet/models/contrastive_runs_w100_seed1/SEL_grad25_w100-lstm-c1-g25-w100-bs32-lr0.003-seed1-20260223-182247-daf00c/results.jsonl
transformer,True,55.57768940925598,85.25896668434143,58.06452066452067,55.63939393939393,54.97209446669417,25,100,1,0.0003,32,90,SEL_grad25_w100-transformer-c1-g25-w100-bs32-lr0.0003-seed1-20260223-181923-6547dc,2026-02-23T18:19:59,/orcd/home/002/dewei/workspace/SmellNet/models/contrastive_runs_w100_seed1/SEL_grad25_w100-transformer-c1-g25-w100-bs32-lr0.0003-seed1-20260223-181923-6547dc/results.jsonl
transformer,True,54.98008131980896,84.06374454498291,58.15029565086503,55.1959595959596,53.37096447532972,25,100,1,0.001,32,90,SEL_grad25_w100-transformer-c1-g25-w100-bs32-lr0.001-seed1-20260223-182125-8850f8,2026-02-23T18:22:01,/orcd/home/002/dewei/workspace/SmellNet/models/contrastive_runs_w100_seed1/SEL_grad25_w100-transformer-c1-g25-w100-bs32-lr0.001-seed1-20260223-182125-8850f8/results.jsonl
lstm,True,51.39442682266235,82.07171559333801,49.689682539682536,51.54343434343435,48.54392700603544,25,100,1,0.0003,32,90,SEL_grad25_w100-lstm-c1-g25-w100-bs32-lr0.0003-seed1-20260223-181843-1fa509,2026-02-23T18:19:20,/orcd/home/002/dewei/workspace/SmellNet/models/contrastive_runs_w100_seed1/SEL_grad25_w100-lstm-c1-g25-w100-bs32-lr0.0003-seed1-20260223-181843-1fa509/results.jsonl
cnn,True,48.605579137802124,81.67331218719482,56.52709778929291,48.57575757575758,45.98036930724839,25,100,1,0.001,32,90,SEL_grad25_w100-cnn-c1-g25-w100-bs32-lr0.001-seed1-20260223-182021-d17fe4,2026-02-23T18:20:42,/orcd/home/002/dewei/workspace/SmellNet/models/contrastive_runs_w100_seed1/SEL_grad25_w100-cnn-c1-g25-w100-bs32-lr0.001-seed1-20260223-182021-d17fe4/results.jsonl
cnn,True,48.0079710483551,82.66932368278503,55.311666510193426,47.86060606060607,46.21459922215317,25,100,1,0.0003,32,90,SEL_grad25_w100-cnn-c1-g25-w100-bs32-lr0.0003-seed1-20260223-181820-95ad53,2026-02-23T18:18:40,/orcd/home/002/dewei/workspace/SmellNet/models/contrastive_runs_w100_seed1/SEL_grad25_w100-cnn-c1-g25-w100-bs32-lr0.0003-seed1-20260223-181820-95ad53/results.jsonl
transformer,True,45.21912336349487,84.66135859489441,46.30782721339324,45.24848484848485,42.75434889857233,25,100,1,0.003,32,90,SEL_grad25_w100-transformer-c1-g25-w100-bs32-lr0.003-seed1-20260223-182327-23c02b,2026-02-23T18:24:03,/orcd/home/002/dewei/workspace/SmellNet/models/contrastive_runs_w100_seed1/SEL_grad25_w100-transformer-c1-g25-w100-bs32-lr0.003-seed1-20260223-182327-23c02b/results.jsonl
cnn,True,44.62151527404785,80.4780900478363,54.39489914207656,44.57171717171716,42.41960296812307,25,100,1,0.003,32,90,SEL_grad25_w100-cnn-c1-g25-w100-bs32-lr0.003-seed1-20260223-182224-48c91d,2026-02-23T18:22:44,/orcd/home/002/dewei/workspace/SmellNet/models/contrastive_runs_w100_seed1/SEL_grad25_w100-cnn-c1-g25-w100-bs32-lr0.003-seed1-20260223-182224-48c91d/results.jsonl
mlp,True,25.89641511440277,56.7729115486145,28.962307021682022,25.97575757575758,24.425252060048464,25,100,1,0.0003,32,90,SEL_grad25_w100-mlp-c1-g25-w100-bs32-lr0.0003-seed1-20260223-181800-626a16,2026-02-23T18:18:17,/orcd/home/002/dewei/workspace/SmellNet/models/contrastive_runs_w100_seed1/SEL_grad25_w100-mlp-c1-g25-w100-bs32-lr0.0003-seed1-20260223-181800-626a16/results.jsonl
mlp,True,23.306773602962494,56.97211027145386,26.436026732574046,23.224242424242426,21.797173814165067,25,100,1,0.001,32,90,SEL_grad25_w100-mlp-c1-g25-w100-bs32-lr0.001-seed1-20260223-182002-335b21,2026-02-23T18:20:18,/orcd/home/002/dewei/workspace/SmellNet/models/contrastive_runs_w100_seed1/SEL_grad25_w100-mlp-c1-g25-w100-bs32-lr0.001-seed1-20260223-182002-335b21/results.jsonl
mlp,True,21.9123512506485,56.97211027145386,26.879931800685743,21.935353535353535,20.453372634778606,25,100,1,0.003,32,90,SEL_grad25_w100-mlp-c1-g25-w100-bs32-lr0.003-seed1-20260223-182204-de6657,2026-02-23T18:22:21,/orcd/home/002/dewei/workspace/SmellNet/models/contrastive_runs_w100_seed1/SEL_grad25_w100-mlp-c1-g25-w100-bs32-lr0.003-seed1-20260223-182204-de6657/results.jsonl
