run_name,model,contrastive,gradient,window,seed,category,n,acc1,acc5
SEL_grad25_w100-cnn-c1-g25-w100-bs32-lr0.001-seed1-20260223-182021-d17fe4,cnn,True,25,100,1,Fruits,99,53.535353535353536,88.88888888888889
SEL_grad25_w100-cnn-c1-g25-w100-bs32-lr0.001-seed1-20260223-182021-d17fe4,cnn,True,25,100,1,Herbs,98,56.12244897959183,76.53061224489795
SEL_grad25_w100-cnn-c1-g25-w100-bs32-lr0.001-seed1-20260223-182021-d17fe4,cnn,True,25,100,1,Nuts,107,46.728971962616825,73.83177570093457
SEL_grad25_w100-cnn-c1-g25-w100-bs32-lr0.001-seed1-20260223-182021-d17fe4,cnn,True,25,100,1,Spices,98,56.12244897959183,87.75510204081633
SEL_grad25_w100-cnn-c1-g25-w100-bs32-lr0.001-seed1-20260223-182021-d17fe4,cnn,True,25,100,1,Vegetables,100,31.0,82.0
SEL_grad25_w100-lstm-c1-g25-w100-bs32-lr0.001-seed1-20260223-182045-7e2efc,lstm,True,25,100,1,Fruits,99,65.65656565656566,93.93939393939394
SEL_grad25_w100-lstm-c1-g25-w100-bs32-lr0.001-seed1-20260223-182045-7e2efc,lstm,True,25,100,1,Herbs,98,54.08163265306123,78.57142857142857
SEL_grad25_w100-lstm-c1-g25-w100-bs32-lr0.001-seed1-20260223-182045-7e2efc,lstm,True,25,100,1,Nuts,107,61.6822429906542,84.11214953271028
SEL_grad25_w100-lstm-c1-g25-w100-bs32-lr0.001-seed1-20260223-182045-7e2efc,lstm,True,25,100,1,Spices,98,48.97959183673469,85.71428571428571
SEL_grad25_w100-lstm-c1-g25-w100-bs32-lr0.001-seed1-20260223-182045-7e2efc,lstm,True,25,100,1,Vegetables,100,57.99999999999999,86.0
SEL_grad25_w100-mlp-c1-g25-w100-bs32-lr0.0003-seed1-20260223-181800-626a16,mlp,True,25,100,1,Fruits,99,19.19191919191919,53.535353535353536
SEL_grad25_w100-mlp-c1-g25-w100-bs32-lr0.0003-seed1-20260223-181800-626a16,mlp,True,25,100,1,Herbs,98,34.69387755102041,67.3469387755102
SEL_grad25_w100-mlp-c1-g25-w100-bs32-lr0.0003-seed1-20260223-181800-626a16,mlp,True,25,100,1,Nuts,107,19.626168224299064,43.925233644859816
SEL_grad25_w100-mlp-c1-g25-w100-bs32-lr0.0003-seed1-20260223-181800-626a16,mlp,True,25,100,1,Spices,98,36.734693877551024,67.3469387755102
SEL_grad25_w100-mlp-c1-g25-w100-bs32-lr0.0003-seed1-20260223-181800-626a16,mlp,True,25,100,1,Vegetables,100,20.0,53.0
SEL_grad25_w100-transformer-c1-g25-w100-bs32-lr0.0003-seed1-20260223-181923-6547dc,transformer,True,25,100,1,Fruits,99,60.60606060606061,91.91919191919192
SEL_grad25_w100-transformer-c1-g25-w100-bs32-lr0.0003-seed1-20260223-181923-6547dc,transformer,True,25,100,1,Herbs,98,61.224489795918366,80.61224489795919
SEL_grad25_w100-transformer-c1-g25-w100-bs32-lr0.0003-seed1-20260223-181923-6547dc,transformer,True,25,100,1,Nuts,107,42.99065420560748,85.98130841121495
SEL_grad25_w100-transformer-c1-g25-w100-bs32-lr0.0003-seed1-20260223-181923-6547dc,transformer,True,25,100,1,Spices,98,61.224489795918366,81.63265306122449
SEL_grad25_w100-transformer-c1-g25-w100-bs32-lr0.0003-seed1-20260223-181923-6547dc,transformer,True,25,100,1,Vegetables,100,53.0,86.0
