run_name,model,contrastive,gradient,window,seed,category,n,acc1,acc5
SEL_grad25_w100-cnn-c1-g25-w100-bs32-lr0.001-seed3-20260223-183234-6e5164,cnn,True,25,100,3,Fruits,99,61.61616161616161,86.86868686868688
SEL_grad25_w100-cnn-c1-g25-w100-bs32-lr0.001-seed3-20260223-183234-6e5164,cnn,True,25,100,3,Herbs,98,47.95918367346938,69.38775510204081
SEL_grad25_w100-cnn-c1-g25-w100-bs32-lr0.001-seed3-20260223-183234-6e5164,cnn,True,25,100,3,Nuts,107,48.598130841121495,73.83177570093457
SEL_grad25_w100-cnn-c1-g25-w100-bs32-lr0.001-seed3-20260223-183234-6e5164,cnn,True,25,100,3,Spices,98,55.10204081632652,86.73469387755102
SEL_grad25_w100-cnn-c1-g25-w100-bs32-lr0.001-seed3-20260223-183234-6e5164,cnn,True,25,100,3,Vegetables,100,33.0,78.0
SEL_grad25_w100-lstm-c1-g25-w100-bs32-lr0.001-seed3-20260223-183257-f21994,lstm,True,25,100,3,Fruits,99,65.65656565656566,90.9090909090909
SEL_grad25_w100-lstm-c1-g25-w100-bs32-lr0.001-seed3-20260223-183257-f21994,lstm,True,25,100,3,Herbs,98,47.95918367346938,82.6530612244898
SEL_grad25_w100-lstm-c1-g25-w100-bs32-lr0.001-seed3-20260223-183257-f21994,lstm,True,25,100,3,Nuts,107,53.271028037383175,86.91588785046729
SEL_grad25_w100-lstm-c1-g25-w100-bs32-lr0.001-seed3-20260223-183257-f21994,lstm,True,25,100,3,Spices,98,60.204081632653065,84.6938775510204
SEL_grad25_w100-lstm-c1-g25-w100-bs32-lr0.001-seed3-20260223-183257-f21994,lstm,True,25,100,3,Vegetables,100,52.0,84.0
SEL_grad25_w100-mlp-c1-g25-w100-bs32-lr0.0003-seed3-20260223-183012-1dada3,mlp,True,25,100,3,Fruits,99,23.232323232323232,48.484848484848484
SEL_grad25_w100-mlp-c1-g25-w100-bs32-lr0.0003-seed3-20260223-183012-1dada3,mlp,True,25,100,3,Herbs,98,27.55102040816326,62.244897959183675
SEL_grad25_w100-mlp-c1-g25-w100-bs32-lr0.0003-seed3-20260223-183012-1dada3,mlp,True,25,100,3,Nuts,107,18.69158878504673,40.18691588785047
SEL_grad25_w100-mlp-c1-g25-w100-bs32-lr0.0003-seed3-20260223-183012-1dada3,mlp,True,25,100,3,Spices,98,32.6530612244898,72.44897959183673
SEL_grad25_w100-mlp-c1-g25-w100-bs32-lr0.0003-seed3-20260223-183012-1dada3,mlp,True,25,100,3,Vegetables,100,15.0,49.0
SEL_grad25_w100-transformer-c1-g25-w100-bs32-lr0.0003-seed3-20260223-183136-4f0b9b,transformer,True,25,100,3,Fruits,99,72.72727272727273,93.93939393939394
SEL_grad25_w100-transformer-c1-g25-w100-bs32-lr0.0003-seed3-20260223-183136-4f0b9b,transformer,True,25,100,3,Herbs,98,64.28571428571429,84.6938775510204
SEL_grad25_w100-transformer-c1-g25-w100-bs32-lr0.0003-seed3-20260223-183136-4f0b9b,transformer,True,25,100,3,Nuts,107,57.009345794392516,87.85046728971963
SEL_grad25_w100-transformer-c1-g25-w100-bs32-lr0.0003-seed3-20260223-183136-4f0b9b,transformer,True,25,100,3,Spices,98,63.26530612244898,93.87755102040816
SEL_grad25_w100-transformer-c1-g25-w100-bs32-lr0.0003-seed3-20260223-183136-4f0b9b,transformer,True,25,100,3,Vegetables,100,50.0,83.0
