model,contrastive,acc1,acc5,precision_macro,recall_macro,f1_macro,gradient,window,seed,lr,batch,epochs,run_name,timestamp,_source_file
transformer,True,61.354583501815796,88.64542245864868,62.40047465434462,61.8020202020202,60.06068832562629,25,100,3,0.0003,32,90,SEL_grad25_w100-transformer-c1-g25-w100-bs32-lr0.0003-seed3-20260223-183136-4f0b9b,2026-02-23T18:32:11,/orcd/home/002/dewei/workspace/SmellNet/models/contrastive_runs_w100_seed3/SEL_grad25_w100-transformer-c1-g25-w100-bs32-lr0.0003-seed3-20260223-183136-4f0b9b/results.jsonl
lstm,True,55.776894092559814,85.85657477378845,59.49058018005387,56.08080808080808,55.49083729421793,25,100,3,0.001,32,90,SEL_grad25_w100-lstm-c1-g25-w100-bs32-lr0.001-seed3-20260223-183257-f21994,2026-02-23T18:33:33,/orcd/home/002/dewei/workspace/SmellNet/models/contrastive_runs_w100_seed3/SEL_grad25_w100-lstm-c1-g25-w100-bs32-lr0.001-seed3-20260223-183257-f21994/results.jsonl
transformer,True,53.98406386375427,85.0597620010376,55.03230900506442,54.11919191919191,51.8153874906901,25,100,3,0.001,32,90,SEL_grad25_w100-transformer-c1-g25-w100-bs32-lr0.001-seed3-20260223-183337-1b3be3,2026-02-23T18:34:12,/orcd/home/002/dewei/workspace/SmellNet/models/contrastive_runs_w100_seed3/SEL_grad25_w100-transformer-c1-g25-w100-bs32-lr0.001-seed3-20260223-183337-1b3be3/results.jsonl
lstm,True,52.19123363494873,82.86852836608887,54.34216669295615,51.987878787878785,50.53798433635915,25,100,3,0.003,32,90,SEL_grad25_w100-lstm-c1-g25-w100-bs32-lr0.003-seed3-20260223-183458-824a72,2026-02-23T18:35:35,/orcd/home/002/dewei/workspace/SmellNet/models/contrastive_runs_w100_seed3/SEL_grad25_w100-lstm-c1-g25-w100-bs32-lr0.003-seed3-20260223-183458-824a72/results.jsonl
transformer,True,50.796812772750854,85.45817136764526,51.63292489759982,50.91111111111112,49.54524335907173,25,100,3,0.003,32,90,SEL_grad25_w100-transformer-c1-g25-w100-bs32-lr0.003-seed3-20260223-183539-b320dd,2026-02-23T18:36:15,/orcd/home/002/dewei/workspace/SmellNet/models/contrastive_runs_w100_seed3/SEL_grad25_w100-transformer-c1-g25-w100-bs32-lr0.003-seed3-20260223-183539-b320dd/results.jsonl
lstm,True,50.796812772750854,84.46215391159058,51.51053298095093,50.86969696969697,48.750802369036315,25,100,3,0.0003,32,90,SEL_grad25_w100-lstm-c1-g25-w100-bs32-lr0.0003-seed3-20260223-183056-50d94d,2026-02-23T18:31:32,/orcd/home/002/dewei/workspace/SmellNet/models/contrastive_runs_w100_seed3/SEL_grad25_w100-lstm-c1-g25-w100-bs32-lr0.0003-seed3-20260223-183056-50d94d/results.jsonl
cnn,True,49.203187227249146,78.8844645023346,54.75433297009148,49.05353535353536,47.967502585241995,25,100,3,0.001,32,90,SEL_grad25_w100-cnn-c1-g25-w100-bs32-lr0.001-seed3-20260223-183234-6e5164,2026-02-23T18:32:54,/orcd/home/002/dewei/workspace/SmellNet/models/contrastive_runs_w100_seed3/SEL_grad25_w100-cnn-c1-g25-w100-bs32-lr0.001-seed3-20260223-183234-6e5164/results.jsonl
cnn,True,49.00398552417755,80.87649345397949,57.963994083495365,49.0060606060606,46.88519733396232,25,100,3,0.0003,32,90,SEL_grad25_w100-cnn-c1-g25-w100-bs32-lr0.0003-seed3-20260223-183032-173269,2026-02-23T18:30:52,/orcd/home/002/dewei/workspace/SmellNet/models/contrastive_runs_w100_seed3/SEL_grad25_w100-cnn-c1-g25-w100-bs32-lr0.0003-seed3-20260223-183032-173269/results.jsonl
cnn,True,44.820719957351685,80.87649345397949,50.92665941990885,44.94141414141414,43.07888675010655,25,100,3,0.003,32,90,SEL_grad25_w100-cnn-c1-g25-w100-bs32-lr0.003-seed3-20260223-183435-618408,2026-02-23T18:34:55,/orcd/home/002/dewei/workspace/SmellNet/models/contrastive_runs_w100_seed3/SEL_grad25_w100-cnn-c1-g25-w100-bs32-lr0.003-seed3-20260223-183435-618408/results.jsonl
mlp,True,23.306773602962494,54.183268547058105,23.035978377774043,23.377777777777776,21.287356128175077,25,100,3,0.0003,32,90,SEL_grad25_w100-mlp-c1-g25-w100-bs32-lr0.0003-seed3-20260223-183012-1dada3,2026-02-23T18:30:29,/orcd/home/002/dewei/workspace/SmellNet/models/contrastive_runs_w100_seed3/SEL_grad25_w100-mlp-c1-g25-w100-bs32-lr0.0003-seed3-20260223-183012-1dada3/results.jsonl
mlp,True,22.111554443836212,54.38247323036194,24.49715663901364,22.355555555555558,20.9019102724935,25,100,3,0.003,32,90,SEL_grad25_w100-mlp-c1-g25-w100-bs32-lr0.003-seed3-20260223-183415-e6905d,2026-02-23T18:34:32,/orcd/home/002/dewei/workspace/SmellNet/models/contrastive_runs_w100_seed3/SEL_grad25_w100-mlp-c1-g25-w100-bs32-lr0.003-seed3-20260223-183415-e6905d/results.jsonl
mlp,True,21.713148057460785,56.57370686531067,24.992639337947477,21.88282828282828,20.913603385665283,25,100,3,0.001,32,90,SEL_grad25_w100-mlp-c1-g25-w100-bs32-lr0.001-seed3-20260223-183214-1f34b3,2026-02-23T18:32:31,/orcd/home/002/dewei/workspace/SmellNet/models/contrastive_runs_w100_seed3/SEL_grad25_w100-mlp-c1-g25-w100-bs32-lr0.001-seed3-20260223-183214-1f34b3/results.jsonl
