==== Channel ablation ====
model=transformer contrastive=0 grad=0 window=100
Baseline acc@1: 45.0094%

Channel	Δacc@1 (pts)	masked acc@1	Δacc@5 (pts)
ch3	21.6573		23.3522%		20.1507
ch0	17.3258		27.6836%		22.2222
ch4	14.3126		30.6968%		4.3315
ch9	12.8060		32.2034%		14.5009
ch11	9.6045		35.4049%		10.9228
ch2	9.4162		35.5932%		13.7476
ch7	7.9096		37.0998%		14.1243
ch1	7.3446		37.6648%		11.6761
ch8	5.8380		39.1714%		7.3446
ch10	5.2731		39.7363%		8.4746
ch5	4.7081		40.3013%		4.7081
ch6	-1.5066		46.5160%		0.0000
