model,contrastive,acc1,acc5,precision_macro,recall_macro,f1_macro,gradient,window,seed,lr,batch,epochs,run_name,timestamp,_source_file
transformer,True,61.15537881851196,85.65737009048462,61.87095208712856,61.11616161616161,59.41570375375343,25,100,2,0.0003,32,90,SEL_grad25_w100-transformer-c1-g25-w100-bs32-lr0.0003-seed2-20260223-182529-39bec5,2026-02-23T18:26:05,/orcd/home/002/dewei/workspace/SmellNet/models/contrastive_runs_w100_seed2/SEL_grad25_w100-transformer-c1-g25-w100-bs32-lr0.0003-seed2-20260223-182529-39bec5/results.jsonl
cnn,True,57.968127727508545,87.649405002594,64.58592442040717,58.25757575757575,57.76550676284222,25,100,2,0.0003,32,90,SEL_grad25_w100-cnn-c1-g25-w100-bs32-lr0.0003-seed2-20260223-182426-1070f9,2026-02-23T18:24:46,/orcd/home/002/dewei/workspace/SmellNet/models/contrastive_runs_w100_seed2/SEL_grad25_w100-cnn-c1-g25-w100-bs32-lr0.0003-seed2-20260223-182426-1070f9/results.jsonl
transformer,True,57.569724321365356,87.05179691314697,58.26500313412078,57.668686868686855,55.646452548488476,25,100,2,0.003,32,90,SEL_grad25_w100-transformer-c1-g25-w100-bs32-lr0.003-seed2-20260223-182933-2101c6,2026-02-23T18:30:09,/orcd/home/002/dewei/workspace/SmellNet/models/contrastive_runs_w100_seed2/SEL_grad25_w100-transformer-c1-g25-w100-bs32-lr0.003-seed2-20260223-182933-2101c6/results.jsonl
cnn,True,56.97211027145386,87.45020031929016,63.47579234490999,57.17979797979799,55.918311189792256,25,100,2,0.001,32,90,SEL_grad25_w100-cnn-c1-g25-w100-bs32-lr0.001-seed2-20260223-182628-420536,2026-02-23T18:26:48,/orcd/home/002/dewei/workspace/SmellNet/models/contrastive_runs_w100_seed2/SEL_grad25_w100-cnn-c1-g25-w100-bs32-lr0.001-seed2-20260223-182628-420536/results.jsonl
lstm,True,54.78087663650513,83.26693773269653,57.000053328314195,54.94646464646464,52.719202005394,25,100,2,0.0003,32,90,SEL_grad25_w100-lstm-c1-g25-w100-bs32-lr0.0003-seed2-20260223-182449-32354f,2026-02-23T18:25:26,/orcd/home/002/dewei/workspace/SmellNet/models/contrastive_runs_w100_seed2/SEL_grad25_w100-lstm-c1-g25-w100-bs32-lr0.0003-seed2-20260223-182449-32354f/results.jsonl
lstm,True,54.183268547058105,84.66135859489441,55.19449814890991,54.085858585858595,52.19609282574558,25,100,2,0.001,32,90,SEL_grad25_w100-lstm-c1-g25-w100-bs32-lr0.001-seed2-20260223-182651-2c5337,2026-02-23T18:27:28,/orcd/home/002/dewei/workspace/SmellNet/models/contrastive_runs_w100_seed2/SEL_grad25_w100-lstm-c1-g25-w100-bs32-lr0.001-seed2-20260223-182651-2c5337/results.jsonl
lstm,True,52.39043831825256,85.65737009048462,56.49750684472047,52.25555555555555,51.2783012851487,25,100,2,0.003,32,90,SEL_grad25_w100-lstm-c1-g25-w100-bs32-lr0.003-seed2-20260223-182853-7ad309,2026-02-23T18:29:30,/orcd/home/002/dewei/workspace/SmellNet/models/contrastive_runs_w100_seed2/SEL_grad25_w100-lstm-c1-g25-w100-bs32-lr0.003-seed2-20260223-182853-7ad309/results.jsonl
transformer,True,52.39043831825256,84.06374454498291,57.13041816195975,52.36767676767678,50.829110171046786,25,100,2,0.001,32,90,SEL_grad25_w100-transformer-c1-g25-w100-bs32-lr0.001-seed2-20260223-182731-bc70ba,2026-02-23T18:28:07,/orcd/home/002/dewei/workspace/SmellNet/models/contrastive_runs_w100_seed2/SEL_grad25_w100-transformer-c1-g25-w100-bs32-lr0.001-seed2-20260223-182731-bc70ba/results.jsonl
cnn,True,51.992034912109375,84.46215391159058,54.86536724713195,51.926262626262634,49.76655914869071,25,100,2,0.003,32,90,SEL_grad25_w100-cnn-c1-g25-w100-bs32-lr0.003-seed2-20260223-182830-91bf8c,2026-02-23T18:28:50,/orcd/home/002/dewei/workspace/SmellNet/models/contrastive_runs_w100_seed2/SEL_grad25_w100-cnn-c1-g25-w100-bs32-lr0.003-seed2-20260223-182830-91bf8c/results.jsonl
mlp,True,27.49004065990448,59.3625545501709,29.73213928702544,27.793939393939393,25.885165766426578,25,100,2,0.0003,32,90,SEL_grad25_w100-mlp-c1-g25-w100-bs32-lr0.0003-seed2-20260223-182406-aa55ca,2026-02-23T18:24:23,/orcd/home/002/dewei/workspace/SmellNet/models/contrastive_runs_w100_seed2/SEL_grad25_w100-mlp-c1-g25-w100-bs32-lr0.0003-seed2-20260223-182406-aa55ca/results.jsonl
mlp,True,24.900399148464203,59.163349866867065,28.96494872522875,25.028282828282826,23.922363481947812,25,100,2,0.003,32,90,SEL_grad25_w100-mlp-c1-g25-w100-bs32-lr0.003-seed2-20260223-182810-de760f,2026-02-23T18:28:27,/orcd/home/002/dewei/workspace/SmellNet/models/contrastive_runs_w100_seed2/SEL_grad25_w100-mlp-c1-g25-w100-bs32-lr0.003-seed2-20260223-182810-de760f/results.jsonl
mlp,True,24.70119595527649,59.96016263961792,31.088285593153746,24.747474747474747,23.95927872674793,25,100,2,0.001,32,90,SEL_grad25_w100-mlp-c1-g25-w100-bs32-lr0.001-seed2-20260223-182608-671b71,2026-02-23T18:26:25,/orcd/home/002/dewei/workspace/SmellNet/models/contrastive_runs_w100_seed2/SEL_grad25_w100-mlp-c1-g25-w100-bs32-lr0.001-seed2-20260223-182608-671b71/results.jsonl
