run_name,model,contrastive,gradient,window,seed,category,n,acc1,acc5
SEL_grad25_w100-cnn-c1-g25-w100-bs32-lr0.0003-seed2-20260223-182426-1070f9,cnn,True,25,100,2,Fruits,99,67.67676767676768,96.96969696969697
SEL_grad25_w100-cnn-c1-g25-w100-bs32-lr0.0003-seed2-20260223-182426-1070f9,cnn,True,25,100,2,Herbs,98,54.08163265306123,80.61224489795919
SEL_grad25_w100-cnn-c1-g25-w100-bs32-lr0.0003-seed2-20260223-182426-1070f9,cnn,True,25,100,2,Nuts,107,59.813084112149525,86.91588785046729
SEL_grad25_w100-cnn-c1-g25-w100-bs32-lr0.0003-seed2-20260223-182426-1070f9,cnn,True,25,100,2,Spices,98,62.244897959183675,88.77551020408163
SEL_grad25_w100-cnn-c1-g25-w100-bs32-lr0.0003-seed2-20260223-182426-1070f9,cnn,True,25,100,2,Vegetables,100,46.0,85.0
SEL_grad25_w100-lstm-c1-g25-w100-bs32-lr0.0003-seed2-20260223-182449-32354f,lstm,True,25,100,2,Fruits,99,57.57575757575758,89.8989898989899
SEL_grad25_w100-lstm-c1-g25-w100-bs32-lr0.0003-seed2-20260223-182449-32354f,lstm,True,25,100,2,Herbs,98,45.91836734693878,77.55102040816327
SEL_grad25_w100-lstm-c1-g25-w100-bs32-lr0.0003-seed2-20260223-182449-32354f,lstm,True,25,100,2,Nuts,107,63.55140186915887,83.17757009345794
SEL_grad25_w100-lstm-c1-g25-w100-bs32-lr0.0003-seed2-20260223-182449-32354f,lstm,True,25,100,2,Spices,98,61.224489795918366,86.73469387755102
SEL_grad25_w100-lstm-c1-g25-w100-bs32-lr0.0003-seed2-20260223-182449-32354f,lstm,True,25,100,2,Vegetables,100,45.0,79.0
SEL_grad25_w100-mlp-c1-g25-w100-bs32-lr0.0003-seed2-20260223-182406-aa55ca,mlp,True,25,100,2,Fruits,99,25.252525252525253,59.59595959595959
SEL_grad25_w100-mlp-c1-g25-w100-bs32-lr0.0003-seed2-20260223-182406-aa55ca,mlp,True,25,100,2,Herbs,98,39.795918367346935,63.26530612244898
SEL_grad25_w100-mlp-c1-g25-w100-bs32-lr0.0003-seed2-20260223-182406-aa55ca,mlp,True,25,100,2,Nuts,107,22.429906542056074,50.467289719626166
SEL_grad25_w100-mlp-c1-g25-w100-bs32-lr0.0003-seed2-20260223-182406-aa55ca,mlp,True,25,100,2,Spices,98,34.69387755102041,67.3469387755102
SEL_grad25_w100-mlp-c1-g25-w100-bs32-lr0.0003-seed2-20260223-182406-aa55ca,mlp,True,25,100,2,Vegetables,100,16.0,56.99999999999999
SEL_grad25_w100-transformer-c1-g25-w100-bs32-lr0.0003-seed2-20260223-182529-39bec5,transformer,True,25,100,2,Fruits,99,66.66666666666666,93.93939393939394
SEL_grad25_w100-transformer-c1-g25-w100-bs32-lr0.0003-seed2-20260223-182529-39bec5,transformer,True,25,100,2,Herbs,98,55.10204081632652,77.55102040816327
SEL_grad25_w100-transformer-c1-g25-w100-bs32-lr0.0003-seed2-20260223-182529-39bec5,transformer,True,25,100,2,Nuts,107,65.42056074766354,87.85046728971963
SEL_grad25_w100-transformer-c1-g25-w100-bs32-lr0.0003-seed2-20260223-182529-39bec5,transformer,True,25,100,2,Spices,98,64.28571428571429,86.73469387755102
SEL_grad25_w100-transformer-c1-g25-w100-bs32-lr0.0003-seed2-20260223-182529-39bec5,transformer,True,25,100,2,Vegetables,100,54.0,82.0
