timestamp_ms,NO2,C2H5CH,VOC,CO
0.0,565.0,691.0,461.0,388.0
100.0,564.0,691.0,461.0,388.0
200.0,565.0,691.0,461.0,389.0
300.0,566.0,691.0,462.0,388.0
400.0,565.0,690.0,461.0,389.0
500.0,565.0,691.0,462.0,388.0
600.0,565.0,691.0,462.0,388.0
700.0,566.0,690.0,462.0,389.0
800.0,565.0,691.0,462.0,389.0
900.0,566.0,691.0,462.0,389.0
1000.0,566.0,692.0,461.0,389.0
1100.0,567.0,690.0,462.0,389.0
1200.0,566.0,690.0,462.0,392.0
1300.0,566.0,690.0,462.0,392.0
1400.0,566.0,691.0,462.0,390.0
1500.0,566.0,691.0,461.0,392.0
1600.0,566.0,692.0,462.0,389.0
1700.0,566.0,692.0,463.0,391.0
1800.0,567.0,691.0,462.0,390.0
1900.0,566.0,691.0,462.0,391.0
2000.0,567.0,691.0,462.0,391.0
2100.0,567.0,691.0,462.0,390.0
2200.0,567.0,691.0,462.0,391.0
2300.0,567.0,692.0,462.0,392.0
2400.0,567.0,690.0,462.0,394.0
2500.0,567.0,691.0,463.0,395.0
2600.0,567.0,692.0,463.0,392.0
2700.0,568.0,691.0,462.0,392.0
2800.0,568.0,691.0,462.0,393.0
2900.0,568.0,691.0,463.0,391.0
3000.0,569.0,691.0,463.0,392.0
3100.0,568.0,691.0,463.0,391.0
3200.0,568.0,692.0,462.0,391.0
3300.0,568.0,692.0,463.0,392.0
3400.0,568.0,691.0,463.0,391.0
3500.0,569.0,692.0,462.0,391.0
3600.0,568.0,691.0,463.0,391.0
3700.0,568.0,691.0,462.0,390.0
3800.0,569.0,692.0,462.0,389.0
3900.0,568.0,691.0,462.0,390.0
4000.0,569.0,691.0,463.0,391.0
4100.0,568.0,691.0,463.0,391.0
4200.0,568.0,692.0,463.0,393.0
4300.0,569.0,691.0,463.0,391.0
4400.0,568.0,692.0,462.0,390.0
4500.0,568.0,691.0,462.0,390.0
4600.0,568.0,691.0,463.0,390.0
4700.0,568.0,692.0,462.0,392.0
4800.0,568.0,691.0,463.0,389.0
4900.0,569.0,692.0,463.0,392.0
5000.0,568.0,692.0,462.0,391.0
5100.0,569.0,692.0,463.0,391.0
5200.0,569.0,692.0,463.0,390.0
5300.0,569.0,692.0,462.0,392.0
5400.0,569.0,692.0,463.0,391.0
5500.0,569.0,692.0,463.0,390.0
5600.0,569.0,692.0,462.0,390.0
5700.0,570.0,692.0,463.0,389.0
5800.0,570.0,691.0,463.0,390.0
5900.0,570.0,691.0,464.0,391.0
6000.0,569.0,692.0,463.0,391.0
6100.0,569.0,691.0,463.0,389.0
6200.0,570.0,692.0,463.0,388.0
6300.0,570.0,692.0,463.0,389.0
