timestamp_ms,NO2,C2H5CH,VOC,CO
0.0,938.0,960.0,912.0,830.0
100.0,937.0,962.0,912.0,828.0
200.0,938.0,960.0,912.0,824.0
300.0,938.0,960.0,911.0,821.0
400.0,938.0,961.0,912.0,819.0
500.0,937.0,961.0,910.0,816.0
600.0,938.0,961.0,911.0,814.0
700.0,939.0,961.0,911.0,813.0
800.0,938.0,961.0,912.0,810.0
900.0,937.0,960.0,911.0,809.0
1000.0,938.0,960.0,911.0,809.0
1100.0,938.0,961.0,911.0,808.0
1200.0,938.0,961.0,912.0,809.0
1300.0,938.0,961.0,911.0,808.0
1400.0,938.0,960.0,912.0,809.0
1500.0,938.0,961.0,911.0,808.0
1600.0,938.0,960.0,912.0,810.0
1700.0,938.0,960.0,911.0,811.0
1800.0,938.0,961.0,911.0,811.0
1900.0,938.0,960.0,911.0,813.0
2000.0,938.0,961.0,912.0,813.0
2100.0,937.0,961.0,911.0,815.0
2200.0,937.0,960.0,911.0,815.0
2300.0,937.0,961.0,910.0,816.0
2400.0,938.0,961.0,911.0,816.0
2500.0,938.0,961.0,911.0,816.0
2600.0,937.0,961.0,912.0,813.0
2700.0,937.0,961.0,911.0,808.0
2800.0,938.0,960.0,912.0,802.0
2900.0,938.0,962.0,911.0,797.0
3000.0,938.0,961.0,911.0,791.0
3100.0,937.0,961.0,911.0,786.0
3200.0,938.0,960.0,911.0,783.0
3300.0,938.0,961.0,911.0,779.0
3400.0,937.0,960.0,911.0,776.0
3500.0,938.0,961.0,911.0,774.0
3600.0,937.0,961.0,911.0,772.0
3700.0,937.0,961.0,911.0,771.0
3800.0,938.0,960.0,911.0,768.0
3900.0,938.0,961.0,911.0,769.0
4000.0,937.0,961.0,910.0,767.0
4100.0,937.0,961.0,911.0,767.0
4200.0,938.0,960.0,910.0,766.0
4300.0,938.0,961.0,911.0,765.0
4400.0,938.0,960.0,911.0,765.0
4500.0,938.0,960.0,911.0,765.0
4600.0,938.0,962.0,911.0,765.0
4700.0,938.0,962.0,911.0,766.0
4800.0,937.0,961.0,911.0,766.0
4900.0,937.0,960.0,911.0,766.0
5000.0,938.0,961.0,911.0,767.0
5100.0,939.0,961.0,911.0,769.0
5200.0,937.0,961.0,912.0,771.0
5300.0,937.0,961.0,911.0,772.0
5400.0,937.0,961.0,911.0,774.0
5500.0,938.0,960.0,911.0,778.0
5600.0,938.0,961.0,911.0,783.0
5700.0,937.0,959.0,911.0,787.0
5800.0,938.0,961.0,911.0,796.0
5900.0,938.0,961.0,911.0,804.0
6000.0,938.0,960.0,911.0,815.0
6100.0,938.0,960.0,911.0,825.0
6200.0,938.0,960.0,911.0,834.0
6300.0,938.0,961.0,911.0,839.0
6400.0,938.0,961.0,911.0,843.0
6500.0,937.0,961.0,911.0,845.0
6600.0,938.0,960.0,911.0,848.0
