timestamp_ms,NO2,C2H5CH,VOC,CO
0.0,701.0,807.0,616.0,405.0
100.0,700.0,806.0,617.0,408.0
200.0,701.0,806.0,616.0,408.0
300.0,700.0,806.0,616.0,407.0
400.0,701.0,807.0,616.0,405.0
500.0,701.0,807.0,616.0,407.0
600.0,700.0,806.0,616.0,407.0
700.0,700.0,807.0,616.0,407.0
800.0,700.0,806.0,616.0,406.0
900.0,700.0,807.0,616.0,406.0
1000.0,700.0,806.0,616.0,407.0
1100.0,700.0,807.0,615.0,407.0
1200.0,700.0,807.0,616.0,408.0
1300.0,700.0,807.0,616.0,407.0
1400.0,700.0,806.0,616.0,406.0
1500.0,699.0,806.0,615.0,408.0
1600.0,700.0,806.0,616.0,406.0
1700.0,699.0,806.0,616.0,407.0
1800.0,700.0,806.0,615.0,408.0
1900.0,700.0,806.0,615.0,407.0
2000.0,700.0,807.0,616.0,408.0
2100.0,699.0,806.0,616.0,407.0
2200.0,700.0,807.0,616.0,408.0
2300.0,700.0,806.0,615.0,408.0
2400.0,698.0,806.0,615.0,407.0
2500.0,700.0,806.0,615.0,407.0
2600.0,700.0,806.0,615.0,407.0
2700.0,700.0,806.0,615.0,408.0
2800.0,699.0,806.0,615.0,407.0
2900.0,700.0,806.0,616.0,407.0
3000.0,699.0,805.0,615.0,406.0
3100.0,700.0,806.0,615.0,408.0
3200.0,699.0,806.0,615.0,409.0
3300.0,699.0,806.0,615.0,407.0
3400.0,700.0,805.0,615.0,408.0
3500.0,700.0,806.0,614.0,409.0
3600.0,698.0,806.0,614.0,408.0
3700.0,699.0,806.0,615.0,408.0
3800.0,699.0,805.0,615.0,409.0
3900.0,698.0,806.0,614.0,409.0
4000.0,699.0,806.0,615.0,409.0
4100.0,699.0,806.0,614.0,408.0
4200.0,698.0,806.0,615.0,406.0
4300.0,698.0,805.0,615.0,407.0
4400.0,698.0,805.0,614.0,409.0
4500.0,699.0,805.0,614.0,408.0
4600.0,699.0,806.0,615.0,407.0
4700.0,699.0,806.0,615.0,407.0
4800.0,699.0,806.0,615.0,408.0
4900.0,699.0,806.0,614.0,407.0
5000.0,698.0,806.0,614.0,408.0
5100.0,700.0,806.0,615.0,407.0
5200.0,698.0,806.0,614.0,407.0
5300.0,699.0,805.0,615.0,407.0
5400.0,699.0,806.0,614.0,409.0
5500.0,699.0,805.0,614.0,410.0
5600.0,699.0,805.0,615.0,409.0
5700.0,699.0,806.0,614.0,407.0
5800.0,699.0,806.0,615.0,409.0
5900.0,699.0,806.0,615.0,409.0
6000.0,699.0,805.0,615.0,407.0
6100.0,699.0,805.0,614.0,408.0
6200.0,698.0,805.0,615.0,408.0
6300.0,699.0,806.0,614.0,408.0
6400.0,699.0,805.0,615.0,407.0
6500.0,699.0,805.0,615.0,408.0
6600.0,698.0,806.0,613.0,408.0
6700.0,699.0,805.0,614.0,407.0
6800.0,698.0,806.0,615.0,408.0
6900.0,698.0,806.0,614.0,407.0
7000.0,699.0,806.0,615.0,408.0
7100.0,699.0,805.0,613.0,409.0
7200.0,698.0,806.0,614.0,408.0
7300.0,699.0,805.0,615.0,408.0
7400.0,698.0,805.0,614.0,409.0
7500.0,698.0,806.0,614.0,410.0
7600.0,699.0,805.0,614.0,409.0
7700.0,699.0,806.0,614.0,408.0
7800.0,700.0,805.0,614.0,409.0
7900.0,699.0,805.0,614.0,409.0
8000.0,699.0,806.0,615.0,409.0
8100.0,699.0,807.0,615.0,407.0
8200.0,699.0,806.0,614.0,409.0
8300.0,699.0,806.0,614.0,408.0
8400.0,699.0,805.0,614.0,408.0
