model,contrastive,acc1,acc5,precision_macro,recall_macro,f1_macro,gradient,window,seed,lr,batch,epochs,run_name,timestamp,_source_file
transformer,False,21.91235059760956,65.93625498007968,20.034895900079636,22.143434343434343,19.387481111869764,25,100,42,0.001,32,90,SEL_grad_w100-transformer-c0-g25-w100-bs32-lr0.001-seed42-20251117-042012-35f10d,2025-11-17T04:20:42,/orcd/home/002/dewei/workspace/SmellNet/models/env_runs_w100_all/SEL_grad_w100-transformer-c0-g25-w100-bs32-lr0.001-seed42-20251117-042012-35f10d/results.jsonl
transformer,False,21.91235059760956,65.93625498007968,20.034895900079636,22.143434343434343,19.387481111869764,25,100,42,0.001,32,90,SEL_grad_w100-transformer-c0-g25-w100-bs32-lr0.001-seed42-20251117-042012-35f10d,2025-11-17T04:20:42,/orcd/home/002/dewei/workspace/SmellNet/models/env_runs_w100_all/SEL_grad_w100-transformer-c0-g25-w100-bs32-lr0.001-seed42-20251117-042012-35f10d/results.jsonl
transformer,False,21.468926553672315,57.06214689265536,21.952671186865697,21.78358585858586,18.288073915987948,0,100,42,0.001,32,90,SEL_grad_w100-transformer-c0-g0-w100-bs32-lr0.001-seed42-20251117-041937-3a64b0,2025-11-17T04:20:09,/orcd/home/002/dewei/workspace/SmellNet/models/env_runs_w100_all/SEL_grad_w100-transformer-c0-g0-w100-bs32-lr0.001-seed42-20251117-041937-3a64b0/results.jsonl
transformer,False,21.468926553672315,57.06214689265536,21.952671186865697,21.78358585858586,18.288073915987948,0,100,42,0.001,32,90,SEL_grad_w100-transformer-c0-g0-w100-bs32-lr0.001-seed42-20251117-041937-3a64b0,2025-11-17T04:20:09,/orcd/home/002/dewei/workspace/SmellNet/models/env_runs_w100_all/SEL_grad_w100-transformer-c0-g0-w100-bs32-lr0.001-seed42-20251117-041937-3a64b0/results.jsonl
transformer,False,21.115537848605577,57.76892430278885,21.113119233707465,21.19393939393939,18.93983802261277,25,100,42,0.0003,32,90,SEL_grad_w100-transformer-c0-g25-w100-bs32-lr0.0003-seed42-20251117-041903-c3e1b7,2025-11-17T04:19:34,/orcd/home/002/dewei/workspace/SmellNet/models/env_runs_w100_all/SEL_grad_w100-transformer-c0-g25-w100-bs32-lr0.0003-seed42-20251117-041903-c3e1b7/results.jsonl
transformer,False,21.115537848605577,57.76892430278885,21.113119233707465,21.19393939393939,18.93983802261277,25,100,42,0.0003,32,90,SEL_grad_w100-transformer-c0-g25-w100-bs32-lr0.0003-seed42-20251117-041903-c3e1b7,2025-11-17T04:19:34,/orcd/home/002/dewei/workspace/SmellNet/models/env_runs_w100_all/SEL_grad_w100-transformer-c0-g25-w100-bs32-lr0.0003-seed42-20251117-041903-c3e1b7/results.jsonl
transformer,False,20.916334661354583,61.354581673306775,21.069456470601985,20.61818181818182,18.37773712532649,25,100,42,0.003,32,90,SEL_grad_w100-transformer-c0-g25-w100-bs32-lr0.003-seed42-20251117-042120-fc18b6,2025-11-17T04:21:51,/orcd/home/002/dewei/workspace/SmellNet/models/env_runs_w100_all/SEL_grad_w100-transformer-c0-g25-w100-bs32-lr0.003-seed42-20251117-042120-fc18b6/results.jsonl
transformer,False,20.916334661354583,61.354581673306775,21.069456470601985,20.61818181818182,18.37773712532649,25,100,42,0.003,32,90,SEL_grad_w100-transformer-c0-g25-w100-bs32-lr0.003-seed42-20251117-042120-fc18b6,2025-11-17T04:21:51,/orcd/home/002/dewei/workspace/SmellNet/models/env_runs_w100_all/SEL_grad_w100-transformer-c0-g25-w100-bs32-lr0.003-seed42-20251117-042120-fc18b6/results.jsonl
transformer,False,20.33898305084746,57.6271186440678,15.810400006052177,20.664646464646463,16.428973366596757,0,100,42,0.003,32,90,SEL_grad_w100-transformer-c0-g0-w100-bs32-lr0.003-seed42-20251117-042045-cabdda,2025-11-17T04:21:18,/orcd/home/002/dewei/workspace/SmellNet/models/env_runs_w100_all/SEL_grad_w100-transformer-c0-g0-w100-bs32-lr0.003-seed42-20251117-042045-cabdda/results.jsonl
transformer,False,20.33898305084746,57.6271186440678,15.810400006052177,20.664646464646463,16.428973366596757,0,100,42,0.003,32,90,SEL_grad_w100-transformer-c0-g0-w100-bs32-lr0.003-seed42-20251117-042045-cabdda,2025-11-17T04:21:18,/orcd/home/002/dewei/workspace/SmellNet/models/env_runs_w100_all/SEL_grad_w100-transformer-c0-g0-w100-bs32-lr0.003-seed42-20251117-042045-cabdda/results.jsonl
transformer,False,19.02071563088512,57.250470809792844,13.348637326898197,19.50808080808081,14.552612865999784,0,100,42,0.0003,32,90,SEL_grad_w100-transformer-c0-g0-w100-bs32-lr0.0003-seed42-20251117-041828-d00cef,2025-11-17T04:19:00,/orcd/home/002/dewei/workspace/SmellNet/models/env_runs_w100_all/SEL_grad_w100-transformer-c0-g0-w100-bs32-lr0.0003-seed42-20251117-041828-d00cef/results.jsonl
transformer,False,19.02071563088512,57.250470809792844,13.348637326898197,19.50808080808081,14.552612865999784,0,100,42,0.0003,32,90,SEL_grad_w100-transformer-c0-g0-w100-bs32-lr0.0003-seed42-20251117-041828-d00cef,2025-11-17T04:19:00,/orcd/home/002/dewei/workspace/SmellNet/models/env_runs_w100_all/SEL_grad_w100-transformer-c0-g0-w100-bs32-lr0.0003-seed42-20251117-041828-d00cef/results.jsonl
