model,contrastive,acc1,acc5,precision_macro,recall_macro,f1_macro,gradient,window,seed,lr,batch,epochs,run_name,timestamp,_source_file
transformer,False,54.581673306772906,84.86055776892431,56.576929958586305,54.38383838383839,53.294709395268946,25,100,42,0.0003,32,90,SEL_heldoutday6_grad25_w100-transformer-c0-g25-w100-bs32-lr0.0003-seed42-20251118-224643-c3e1b7,2025-11-18T22:47:14,/orcd/home/002/dewei/workspace/SmellNet/models/held_runs_w100_heldout_days_6/SEL_heldoutday6_grad25_w100-transformer-c0-g25-w100-bs32-lr0.0003-seed42-20251118-224643-c3e1b7/results.jsonl
transformer,False,54.581673306772906,84.86055776892431,56.576929958586305,54.38383838383839,53.294709395268946,25,100,42,0.0003,32,90,SEL_heldoutday6_grad25_w100-transformer-c0-g25-w100-bs32-lr0.0003-seed42-20251118-224643-c3e1b7,2025-11-18T22:47:14,/orcd/home/002/dewei/workspace/SmellNet/models/held_runs_w100_heldout_days_6/SEL_heldoutday6_grad25_w100-transformer-c0-g25-w100-bs32-lr0.0003-seed42-20251118-224643-c3e1b7/results.jsonl
transformer,False,51.19521912350598,84.4621513944223,53.2886865181602,51.20606060606061,49.2994651504949,25,100,42,0.001,32,90,SEL_heldoutday6_grad25_w100-transformer-c0-g25-w100-bs32-lr0.001-seed42-20251118-224753-35f10d,2025-11-18T22:48:25,/orcd/home/002/dewei/workspace/SmellNet/models/held_runs_w100_heldout_days_6/SEL_heldoutday6_grad25_w100-transformer-c0-g25-w100-bs32-lr0.001-seed42-20251118-224753-35f10d/results.jsonl
transformer,False,51.19521912350598,84.4621513944223,53.2886865181602,51.20606060606061,49.2994651504949,25,100,42,0.001,32,90,SEL_heldoutday6_grad25_w100-transformer-c0-g25-w100-bs32-lr0.001-seed42-20251118-224753-35f10d,2025-11-18T22:48:25,/orcd/home/002/dewei/workspace/SmellNet/models/held_runs_w100_heldout_days_6/SEL_heldoutday6_grad25_w100-transformer-c0-g25-w100-bs32-lr0.001-seed42-20251118-224753-35f10d/results.jsonl
transformer,False,49.00398406374502,81.67330677290838,52.85397350618211,48.94343434343434,47.90564708397496,25,100,42,0.003,32,90,SEL_heldoutday6_grad25_w100-transformer-c0-g25-w100-bs32-lr0.003-seed42-20251118-224903-fc18b6,2025-11-18T22:49:35,/orcd/home/002/dewei/workspace/SmellNet/models/held_runs_w100_heldout_days_6/SEL_heldoutday6_grad25_w100-transformer-c0-g25-w100-bs32-lr0.003-seed42-20251118-224903-fc18b6/results.jsonl
transformer,False,49.00398406374502,81.67330677290838,52.85397350618211,48.94343434343434,47.90564708397496,25,100,42,0.003,32,90,SEL_heldoutday6_grad25_w100-transformer-c0-g25-w100-bs32-lr0.003-seed42-20251118-224903-fc18b6,2025-11-18T22:49:35,/orcd/home/002/dewei/workspace/SmellNet/models/held_runs_w100_heldout_days_6/SEL_heldoutday6_grad25_w100-transformer-c0-g25-w100-bs32-lr0.003-seed42-20251118-224903-fc18b6/results.jsonl
transformer,False,40.67796610169492,72.88135593220339,35.94472143496911,41.38358585858586,36.074937531095884,0,100,42,0.0003,32,90,SEL_heldoutday6_grad0_w100-transformer-c0-g0-w100-bs32-lr0.0003-seed42-20251118-224608-d00cef,2025-11-18T22:46:40,/orcd/home/002/dewei/workspace/SmellNet/models/held_runs_w100_heldout_days_6/SEL_heldoutday6_grad0_w100-transformer-c0-g0-w100-bs32-lr0.0003-seed42-20251118-224608-d00cef/results.jsonl
transformer,False,40.67796610169492,72.88135593220339,35.94472143496911,41.38358585858586,36.074937531095884,0,100,42,0.0003,32,90,SEL_heldoutday6_grad0_w100-transformer-c0-g0-w100-bs32-lr0.0003-seed42-20251118-224608-d00cef,2025-11-18T22:46:40,/orcd/home/002/dewei/workspace/SmellNet/models/held_runs_w100_heldout_days_6/SEL_heldoutday6_grad0_w100-transformer-c0-g0-w100-bs32-lr0.0003-seed42-20251118-224608-d00cef/results.jsonl
transformer,False,40.11299435028249,73.44632768361582,33.788597659650286,40.83232323232323,35.091577345477205,0,100,42,0.003,32,90,SEL_heldoutday6_grad0_w100-transformer-c0-g0-w100-bs32-lr0.003-seed42-20251118-224828-cabdda,2025-11-18T22:49:00,/orcd/home/002/dewei/workspace/SmellNet/models/held_runs_w100_heldout_days_6/SEL_heldoutday6_grad0_w100-transformer-c0-g0-w100-bs32-lr0.003-seed42-20251118-224828-cabdda/results.jsonl
transformer,False,40.11299435028249,73.44632768361582,33.788597659650286,40.83232323232323,35.091577345477205,0,100,42,0.003,32,90,SEL_heldoutday6_grad0_w100-transformer-c0-g0-w100-bs32-lr0.003-seed42-20251118-224828-cabdda,2025-11-18T22:49:00,/orcd/home/002/dewei/workspace/SmellNet/models/held_runs_w100_heldout_days_6/SEL_heldoutday6_grad0_w100-transformer-c0-g0-w100-bs32-lr0.003-seed42-20251118-224828-cabdda/results.jsonl
