run_name,model,contrastive,gradient,window,seed,category,n,acc1,acc5
SEL_grad25_w100-cnn-c1-g25-w100-bs32-lr0.0003-seed4-20260223-183638-2099e8,cnn,True,25,100,4,Fruits,99,73.73737373737373,95.95959595959596
SEL_grad25_w100-cnn-c1-g25-w100-bs32-lr0.0003-seed4-20260223-183638-2099e8,cnn,True,25,100,4,Herbs,98,53.06122448979592,78.57142857142857
SEL_grad25_w100-cnn-c1-g25-w100-bs32-lr0.0003-seed4-20260223-183638-2099e8,cnn,True,25,100,4,Nuts,107,54.20560747663551,87.85046728971963
SEL_grad25_w100-cnn-c1-g25-w100-bs32-lr0.0003-seed4-20260223-183638-2099e8,cnn,True,25,100,4,Spices,98,58.16326530612245,89.79591836734694
SEL_grad25_w100-cnn-c1-g25-w100-bs32-lr0.0003-seed4-20260223-183638-2099e8,cnn,True,25,100,4,Vegetables,100,41.0,86.0
SEL_grad25_w100-lstm-c1-g25-w100-bs32-lr0.0003-seed4-20260223-183701-b747d2,lstm,True,25,100,4,Fruits,99,60.60606060606061,87.87878787878788
SEL_grad25_w100-lstm-c1-g25-w100-bs32-lr0.0003-seed4-20260223-183701-b747d2,lstm,True,25,100,4,Herbs,98,43.87755102040816,80.61224489795919
SEL_grad25_w100-lstm-c1-g25-w100-bs32-lr0.0003-seed4-20260223-183701-b747d2,lstm,True,25,100,4,Nuts,107,64.48598130841121,86.91588785046729
SEL_grad25_w100-lstm-c1-g25-w100-bs32-lr0.0003-seed4-20260223-183701-b747d2,lstm,True,25,100,4,Spices,98,61.224489795918366,86.73469387755102
SEL_grad25_w100-lstm-c1-g25-w100-bs32-lr0.0003-seed4-20260223-183701-b747d2,lstm,True,25,100,4,Vegetables,100,46.0,89.0
SEL_grad25_w100-mlp-c1-g25-w100-bs32-lr0.0003-seed4-20260223-183618-d525ed,mlp,True,25,100,4,Fruits,99,22.22222222222222,59.59595959595959
SEL_grad25_w100-mlp-c1-g25-w100-bs32-lr0.0003-seed4-20260223-183618-d525ed,mlp,True,25,100,4,Herbs,98,35.714285714285715,67.3469387755102
SEL_grad25_w100-mlp-c1-g25-w100-bs32-lr0.0003-seed4-20260223-183618-d525ed,mlp,True,25,100,4,Nuts,107,26.168224299065418,47.66355140186916
SEL_grad25_w100-mlp-c1-g25-w100-bs32-lr0.0003-seed4-20260223-183618-d525ed,mlp,True,25,100,4,Spices,98,40.816326530612244,69.38775510204081
SEL_grad25_w100-mlp-c1-g25-w100-bs32-lr0.0003-seed4-20260223-183618-d525ed,mlp,True,25,100,4,Vegetables,100,22.0,57.99999999999999
SEL_grad25_w100-transformer-c1-g25-w100-bs32-lr0.001-seed4-20260223-183944-651342,transformer,True,25,100,4,Fruits,99,64.64646464646465,87.87878787878788
SEL_grad25_w100-transformer-c1-g25-w100-bs32-lr0.001-seed4-20260223-183944-651342,transformer,True,25,100,4,Herbs,98,56.12244897959183,80.61224489795919
SEL_grad25_w100-transformer-c1-g25-w100-bs32-lr0.001-seed4-20260223-183944-651342,transformer,True,25,100,4,Nuts,107,56.074766355140184,89.7196261682243
SEL_grad25_w100-transformer-c1-g25-w100-bs32-lr0.001-seed4-20260223-183944-651342,transformer,True,25,100,4,Spices,98,52.04081632653062,80.61224489795919
SEL_grad25_w100-transformer-c1-g25-w100-bs32-lr0.001-seed4-20260223-183944-651342,transformer,True,25,100,4,Vegetables,100,55.00000000000001,86.0
