==== Channel ablation ====
model=transformer contrastive=1 grad=0 window=100
Baseline acc@1: 39.7363%

Channel	Δacc@1 (pts)	masked acc@1	Δacc@5 (pts)
ch0	15.4426		24.2938%		25.4237
ch4	13.3710		26.3653%		12.9943
ch3	11.8644		27.8719%		20.3390
ch9	10.1695		29.5669%		13.9360
ch11	6.5913		33.1450%		10.1695
ch7	4.7081		35.0282%		12.4294
ch8	3.5782		36.1582%		4.7081
ch2	3.2015		36.5348%		10.9228
ch10	3.0132		36.7232%		2.4482
ch5	2.8249		36.9115%		2.2599
ch1	1.1299		38.6064%		9.9812
ch6	-0.5650		40.3013%		0.5650
