run_name,model,contrastive,gradient,window,seed,category,n,acc1,acc5
SEL_grad25_w100-cnn-c1-g25-w100-bs32-lr0.0003-seed5-20260223-184245-1a58f7,cnn,True,25,100,5,Fruits,99,68.68686868686868,93.93939393939394
SEL_grad25_w100-cnn-c1-g25-w100-bs32-lr0.0003-seed5-20260223-184245-1a58f7,cnn,True,25,100,5,Herbs,98,53.06122448979592,78.57142857142857
SEL_grad25_w100-cnn-c1-g25-w100-bs32-lr0.0003-seed5-20260223-184245-1a58f7,cnn,True,25,100,5,Nuts,107,61.6822429906542,88.78504672897196
SEL_grad25_w100-cnn-c1-g25-w100-bs32-lr0.0003-seed5-20260223-184245-1a58f7,cnn,True,25,100,5,Spices,98,53.06122448979592,84.6938775510204
SEL_grad25_w100-cnn-c1-g25-w100-bs32-lr0.0003-seed5-20260223-184245-1a58f7,cnn,True,25,100,5,Vegetables,100,34.0,80.0
SEL_grad25_w100-lstm-c1-g25-w100-bs32-lr0.003-seed5-20260223-184712-82485f,lstm,True,25,100,5,Fruits,99,54.54545454545454,83.83838383838383
SEL_grad25_w100-lstm-c1-g25-w100-bs32-lr0.003-seed5-20260223-184712-82485f,lstm,True,25,100,5,Herbs,98,54.08163265306123,81.63265306122449
SEL_grad25_w100-lstm-c1-g25-w100-bs32-lr0.003-seed5-20260223-184712-82485f,lstm,True,25,100,5,Nuts,107,57.943925233644855,85.04672897196261
SEL_grad25_w100-lstm-c1-g25-w100-bs32-lr0.003-seed5-20260223-184712-82485f,lstm,True,25,100,5,Spices,98,54.08163265306123,94.89795918367348
SEL_grad25_w100-lstm-c1-g25-w100-bs32-lr0.003-seed5-20260223-184712-82485f,lstm,True,25,100,5,Vegetables,100,53.0,85.0
SEL_grad25_w100-mlp-c1-g25-w100-bs32-lr0.0003-seed5-20260223-184225-fec0cb,mlp,True,25,100,5,Fruits,99,30.303030303030305,53.535353535353536
SEL_grad25_w100-mlp-c1-g25-w100-bs32-lr0.0003-seed5-20260223-184225-fec0cb,mlp,True,25,100,5,Herbs,98,32.6530612244898,70.40816326530613
SEL_grad25_w100-mlp-c1-g25-w100-bs32-lr0.0003-seed5-20260223-184225-fec0cb,mlp,True,25,100,5,Nuts,107,21.49532710280374,47.66355140186916
SEL_grad25_w100-mlp-c1-g25-w100-bs32-lr0.0003-seed5-20260223-184225-fec0cb,mlp,True,25,100,5,Spices,98,35.714285714285715,68.36734693877551
SEL_grad25_w100-mlp-c1-g25-w100-bs32-lr0.0003-seed5-20260223-184225-fec0cb,mlp,True,25,100,5,Vegetables,100,17.0,55.00000000000001
SEL_grad25_w100-transformer-c1-g25-w100-bs32-lr0.0003-seed5-20260223-184348-6258b0,transformer,True,25,100,5,Fruits,99,65.65656565656566,92.92929292929293
SEL_grad25_w100-transformer-c1-g25-w100-bs32-lr0.0003-seed5-20260223-184348-6258b0,transformer,True,25,100,5,Herbs,98,54.08163265306123,80.61224489795919
SEL_grad25_w100-transformer-c1-g25-w100-bs32-lr0.0003-seed5-20260223-184348-6258b0,transformer,True,25,100,5,Nuts,107,58.87850467289719,88.78504672897196
SEL_grad25_w100-transformer-c1-g25-w100-bs32-lr0.0003-seed5-20260223-184348-6258b0,transformer,True,25,100,5,Spices,98,56.12244897959183,89.79591836734694
SEL_grad25_w100-transformer-c1-g25-w100-bs32-lr0.0003-seed5-20260223-184348-6258b0,transformer,True,25,100,5,Vegetables,100,49.0,77.0
