model,contrastive,acc1,acc5,precision_macro,recall_macro,f1_macro,gradient,window,seed,lr,batch,epochs,run_name,timestamp,_source_file
transformer,True,56.7729115486145,85.85657477378845,59.552290382476144,57.03434343434344,56.0284574227864,25,100,5,0.0003,32,90,SEL_grad25_w100-transformer-c1-g25-w100-bs32-lr0.0003-seed5-20260223-184348-6258b0,2026-02-23T18:44:24,/orcd/home/002/dewei/workspace/SmellNet/models/contrastive_runs_w100_seed5/SEL_grad25_w100-transformer-c1-g25-w100-bs32-lr0.0003-seed5-20260223-184348-6258b0/results.jsonl
lstm,True,54.78087663650513,86.05577945709229,55.32172729231553,54.77777777777777,52.94589053976589,25,100,5,0.003,32,90,SEL_grad25_w100-lstm-c1-g25-w100-bs32-lr0.003-seed5-20260223-184712-82485f,2026-02-23T18:47:49,/orcd/home/002/dewei/workspace/SmellNet/models/contrastive_runs_w100_seed5/SEL_grad25_w100-lstm-c1-g25-w100-bs32-lr0.003-seed5-20260223-184712-82485f/results.jsonl
cnn,True,54.183268547058105,85.25896668434143,62.34689803660392,54.38484848484848,53.68034691349338,25,100,5,0.0003,32,90,SEL_grad25_w100-cnn-c1-g25-w100-bs32-lr0.0003-seed5-20260223-184245-1a58f7,2026-02-23T18:43:05,/orcd/home/002/dewei/workspace/SmellNet/models/contrastive_runs_w100_seed5/SEL_grad25_w100-cnn-c1-g25-w100-bs32-lr0.0003-seed5-20260223-184245-1a58f7/results.jsonl
lstm,True,52.39043831825256,87.05179691314697,54.197555670136325,52.400000000000006,51.08365169912098,25,100,5,0.001,32,90,SEL_grad25_w100-lstm-c1-g25-w100-bs32-lr0.001-seed5-20260223-184510-6a0b4d,2026-02-23T18:45:47,/orcd/home/002/dewei/workspace/SmellNet/models/contrastive_runs_w100_seed5/SEL_grad25_w100-lstm-c1-g25-w100-bs32-lr0.001-seed5-20260223-184510-6a0b4d/results.jsonl
transformer,True,51.59362554550171,80.67729473114014,56.543767889877714,51.875757575757575,49.995469409221805,25,100,5,0.001,32,90,SEL_grad25_w100-transformer-c1-g25-w100-bs32-lr0.001-seed5-20260223-184550-93ce82,2026-02-23T18:46:26,/orcd/home/002/dewei/workspace/SmellNet/models/contrastive_runs_w100_seed5/SEL_grad25_w100-transformer-c1-g25-w100-bs32-lr0.001-seed5-20260223-184550-93ce82/results.jsonl
lstm,True,50.19920468330383,81.27490282058716,51.10856643356642,50.252525252525245,48.312977720643616,25,100,5,0.0003,32,90,SEL_grad25_w100-lstm-c1-g25-w100-bs32-lr0.0003-seed5-20260223-184308-7c8087,2026-02-23T18:43:45,/orcd/home/002/dewei/workspace/SmellNet/models/contrastive_runs_w100_seed5/SEL_grad25_w100-lstm-c1-g25-w100-bs32-lr0.0003-seed5-20260223-184308-7c8087/results.jsonl
cnn,True,49.800798296928406,85.45817136764526,59.019142870477694,50.02727272727272,48.79787552447096,25,100,5,0.001,32,90,SEL_grad25_w100-cnn-c1-g25-w100-bs32-lr0.001-seed5-20260223-184447-de3bc0,2026-02-23T18:45:07,/orcd/home/002/dewei/workspace/SmellNet/models/contrastive_runs_w100_seed5/SEL_grad25_w100-cnn-c1-g25-w100-bs32-lr0.001-seed5-20260223-184447-de3bc0/results.jsonl
transformer,True,49.00398552417755,79.08366918563843,49.25636498864053,49.16161616161616,46.16854402875017,25,100,5,0.003,32,90,SEL_grad25_w100-transformer-c1-g25-w100-bs32-lr0.003-seed5-20260223-184752-36ec9c,2026-02-23T18:48:28,/orcd/home/002/dewei/workspace/SmellNet/models/contrastive_runs_w100_seed5/SEL_grad25_w100-transformer-c1-g25-w100-bs32-lr0.003-seed5-20260223-184752-36ec9c/results.jsonl
cnn,True,44.62151527404785,82.86852836608887,54.99353159167399,44.8070707070707,43.23733411326383,25,100,5,0.003,32,90,SEL_grad25_w100-cnn-c1-g25-w100-bs32-lr0.003-seed5-20260223-184649-010507,2026-02-23T18:47:09,/orcd/home/002/dewei/workspace/SmellNet/models/contrastive_runs_w100_seed5/SEL_grad25_w100-cnn-c1-g25-w100-bs32-lr0.003-seed5-20260223-184649-010507/results.jsonl
mlp,True,27.290838956832886,58.7649405002594,27.952460877389036,27.268686868686864,24.635082145776614,25,100,5,0.0003,32,90,SEL_grad25_w100-mlp-c1-g25-w100-bs32-lr0.0003-seed5-20260223-184225-fec0cb,2026-02-23T18:42:42,/orcd/home/002/dewei/workspace/SmellNet/models/contrastive_runs_w100_seed5/SEL_grad25_w100-mlp-c1-g25-w100-bs32-lr0.0003-seed5-20260223-184225-fec0cb/results.jsonl
mlp,True,25.697213411331177,57.968127727508545,30.879097727735132,25.48484848484848,23.80436618339383,25,100,5,0.003,32,90,SEL_grad25_w100-mlp-c1-g25-w100-bs32-lr0.003-seed5-20260223-184629-0a216a,2026-02-23T18:46:46,/orcd/home/002/dewei/workspace/SmellNet/models/contrastive_runs_w100_seed5/SEL_grad25_w100-mlp-c1-g25-w100-bs32-lr0.003-seed5-20260223-184629-0a216a/results.jsonl
mlp,True,24.900399148464203,57.76892900466919,30.98342593079435,24.76161616161616,23.958482120716834,25,100,5,0.001,32,90,SEL_grad25_w100-mlp-c1-g25-w100-bs32-lr0.001-seed5-20260223-184427-114e9a,2026-02-23T18:44:44,/orcd/home/002/dewei/workspace/SmellNet/models/contrastive_runs_w100_seed5/SEL_grad25_w100-mlp-c1-g25-w100-bs32-lr0.001-seed5-20260223-184427-114e9a/results.jsonl
