==== Channel ablation ====
model=transformer contrastive=0 grad=0 window=100
Baseline acc@1: 35.7815%

Channel	Δacc@1 (pts)	masked acc@1	Δacc@5 (pts)
ch0	12.9944		22.7872%		26.7420
ch3	9.4162		26.3653%		21.4689
ch4	7.9096		27.8719%		7.5330
ch9	7.9096		27.8719%		15.6309
ch10	7.1563		28.6252%		8.2863
ch11	6.5913		29.1902%		12.8060
ch1	6.2147		29.5669%		8.8512
ch5	4.5198		31.2618%		5.4614
ch2	3.5782		32.2034%		8.0979
ch8	0.7533		35.0282%		3.9548
ch7	-0.5650		36.3465%		12.0527
ch6	-1.1299		36.9115%		-0.7533
