run_name,model,contrastive,gradient,window,seed,category,n,acc1,acc5
SEL_grad25_w100-cnn-c1-g25-w100-bs32-lr0.003-seed42-20260224-042252-aaf132,cnn,True,25,100,42,Fruits,99,51.515151515151516,84.84848484848484
SEL_grad25_w100-cnn-c1-g25-w100-bs32-lr0.003-seed42-20260224-042252-aaf132,cnn,True,25,100,42,Herbs,98,51.02040816326531,67.3469387755102
SEL_grad25_w100-cnn-c1-g25-w100-bs32-lr0.003-seed42-20260224-042252-aaf132,cnn,True,25,100,42,Nuts,107,43.925233644859816,71.96261682242991
SEL_grad25_w100-cnn-c1-g25-w100-bs32-lr0.003-seed42-20260224-042252-aaf132,cnn,True,25,100,42,Spices,98,62.244897959183675,89.79591836734694
SEL_grad25_w100-cnn-c1-g25-w100-bs32-lr0.003-seed42-20260224-042252-aaf132,cnn,True,25,100,42,Vegetables,100,38.0,82.0
SEL_grad25_w100-lstm-c1-g25-w100-bs32-lr0.003-seed42-20260224-042356-090bbf,lstm,True,25,100,42,Fruits,99,63.63636363636363,90.9090909090909
SEL_grad25_w100-lstm-c1-g25-w100-bs32-lr0.003-seed42-20260224-042356-090bbf,lstm,True,25,100,42,Herbs,98,44.89795918367347,79.59183673469387
SEL_grad25_w100-lstm-c1-g25-w100-bs32-lr0.003-seed42-20260224-042356-090bbf,lstm,True,25,100,42,Nuts,107,67.28971962616822,88.78504672897196
SEL_grad25_w100-lstm-c1-g25-w100-bs32-lr0.003-seed42-20260224-042356-090bbf,lstm,True,25,100,42,Spices,98,53.06122448979592,88.77551020408163
SEL_grad25_w100-lstm-c1-g25-w100-bs32-lr0.003-seed42-20260224-042356-090bbf,lstm,True,25,100,42,Vegetables,100,39.0,82.0
SEL_grad0_w100-mlp-c1-g0-w100-bs32-lr0.0003-seed42-20260224-041332-ea5f0b,mlp,True,0,100,42,Fruits,105,34.285714285714285,56.19047619047619
SEL_grad0_w100-mlp-c1-g0-w100-bs32-lr0.0003-seed42-20260224-041332-ea5f0b,mlp,True,0,100,42,Herbs,107,18.69158878504673,51.4018691588785
SEL_grad0_w100-mlp-c1-g0-w100-bs32-lr0.0003-seed42-20260224-041332-ea5f0b,mlp,True,0,100,42,Nuts,113,21.238938053097346,56.63716814159292
SEL_grad0_w100-mlp-c1-g0-w100-bs32-lr0.0003-seed42-20260224-041332-ea5f0b,mlp,True,0,100,42,Spices,104,30.76923076923077,75.0
SEL_grad0_w100-mlp-c1-g0-w100-bs32-lr0.0003-seed42-20260224-041332-ea5f0b,mlp,True,0,100,42,Vegetables,102,30.392156862745097,52.94117647058824
SEL_grad25_w100-transformer-c1-g25-w100-bs32-lr0.0003-seed42-20260224-041707-a36c7a,transformer,True,25,100,42,Fruits,99,61.61616161616161,85.85858585858585
SEL_grad25_w100-transformer-c1-g25-w100-bs32-lr0.0003-seed42-20260224-041707-a36c7a,transformer,True,25,100,42,Herbs,98,56.12244897959183,82.6530612244898
SEL_grad25_w100-transformer-c1-g25-w100-bs32-lr0.0003-seed42-20260224-041707-a36c7a,transformer,True,25,100,42,Nuts,107,61.6822429906542,91.58878504672897
SEL_grad25_w100-transformer-c1-g25-w100-bs32-lr0.0003-seed42-20260224-041707-a36c7a,transformer,True,25,100,42,Spices,98,60.204081632653065,88.77551020408163
SEL_grad25_w100-transformer-c1-g25-w100-bs32-lr0.0003-seed42-20260224-041707-a36c7a,transformer,True,25,100,42,Vegetables,100,56.99999999999999,90.0
