model,contrastive,acc1,acc5,precision_macro,recall_macro,f1_macro,gradient,window,seed,lr,batch,epochs,run_name,timestamp,_source_file
transformer,True,52.63158082962036,82.54847526550293,54.09325751477111,52.88811336642001,51.71534241145012,25,50,42,0.003,32,90,SEL_grad_w50-transformer-c1-g25-w50-bs32-lr0.003-seed42-20251117-031019-862ed0,2025-11-17T03:11:34,/orcd/home/002/dewei/workspace/SmellNet/models/new_gcms_runs_w50_all/SEL_grad_w50-transformer-c1-g25-w50-bs32-lr0.003-seed42-20251117-031019-862ed0/results.jsonl
transformer,True,51.80055499076843,79.96306419372559,51.00728500593639,52.00005755495458,49.52165896454571,25,50,42,0.001,32,90,SEL_grad_w50-transformer-c1-g25-w50-bs32-lr0.001-seed42-20251117-030243-3896e4,2025-11-17T03:03:57,/orcd/home/002/dewei/workspace/SmellNet/models/new_gcms_runs_w50_all/SEL_grad_w50-transformer-c1-g25-w50-bs32-lr0.001-seed42-20251117-030243-3896e4/results.jsonl
lstm,True,50.69252252578735,79.50138449668884,52.08865695435971,50.89779433762271,49.63609184830509,25,50,42,0.001,32,90,SEL_grad_w50-lstm-c1-g25-w50-bs32-lr0.001-seed42-20251117-030020-415c8a,2025-11-17T03:01:20,/orcd/home/002/dewei/workspace/SmellNet/models/new_gcms_runs_w50_all/SEL_grad_w50-lstm-c1-g25-w50-bs32-lr0.001-seed42-20251117-030020-415c8a/results.jsonl
transformer,True,50.138503313064575,82.36380815505981,53.27994605061724,50.244626784352185,48.90522728969111,25,50,42,0.0003,32,90,SEL_grad_w50-transformer-c1-g25-w50-bs32-lr0.0003-seed42-20251117-025509-441576,2025-11-17T02:56:23,/orcd/home/002/dewei/workspace/SmellNet/models/new_gcms_runs_w50_all/SEL_grad_w50-transformer-c1-g25-w50-bs32-lr0.0003-seed42-20251117-025509-441576/results.jsonl
lstm,True,49.21514391899109,79.68605756759644,49.682564165075604,49.372253335908944,47.737879344502524,25,50,42,0.0003,32,90,SEL_grad_w50-lstm-c1-g25-w50-bs32-lr0.0003-seed42-20251117-025246-fa4e5e,2025-11-17T02:53:47,/orcd/home/002/dewei/workspace/SmellNet/models/new_gcms_runs_w50_all/SEL_grad_w50-lstm-c1-g25-w50-bs32-lr0.0003-seed42-20251117-025246-fa4e5e/results.jsonl
lstm,True,48.291781544685364,81.44044280052185,48.06489456632908,48.24318833150069,46.563545111441975,25,50,42,0.003,32,90,SEL_grad_w50-lstm-c1-g25-w50-bs32-lr0.003-seed42-20251117-030756-8d5b24,2025-11-17T03:08:56,/orcd/home/002/dewei/workspace/SmellNet/models/new_gcms_runs_w50_all/SEL_grad_w50-lstm-c1-g25-w50-bs32-lr0.003-seed42-20251117-030756-8d5b24/results.jsonl
cnn,True,45.70637047290802,82.54847526550293,54.64437373010319,45.74767268962921,44.86420440555034,25,50,42,0.0003,32,90,SEL_grad_w50-cnn-c1-g25-w50-bs32-lr0.0003-seed42-20251117-025056-98b84d,2025-11-17T02:51:37,/orcd/home/002/dewei/workspace/SmellNet/models/new_gcms_runs_w50_all/SEL_grad_w50-cnn-c1-g25-w50-bs32-lr0.0003-seed42-20251117-025056-98b84d/results.jsonl
cnn,True,44.87534761428833,80.60941696166992,52.994782606374145,44.8133253340862,42.86856007403087,25,50,42,0.003,32,90,SEL_grad_w50-cnn-c1-g25-w50-bs32-lr0.003-seed42-20251117-030605-4b2f6d,2025-11-17T03:06:47,/orcd/home/002/dewei/workspace/SmellNet/models/new_gcms_runs_w50_all/SEL_grad_w50-cnn-c1-g25-w50-bs32-lr0.003-seed42-20251117-030605-4b2f6d/results.jsonl
cnn,True,42.93628931045532,80.4247498512268,52.825420651134394,42.96336240799627,41.4403156533598,25,50,42,0.001,32,90,SEL_grad_w50-cnn-c1-g25-w50-bs32-lr0.001-seed42-20251117-025828-70fa20,2025-11-17T02:59:10,/orcd/home/002/dewei/workspace/SmellNet/models/new_gcms_runs_w50_all/SEL_grad_w50-cnn-c1-g25-w50-bs32-lr0.001-seed42-20251117-025828-70fa20/results.jsonl
transformer,True,34.774935245513916,69.02030110359192,32.57081756686703,35.46632121501687,31.40883247282283,0,50,42,0.0003,32,90,SEL_grad_w50-transformer-c1-g0-w50-bs32-lr0.0003-seed42-20251117-025350-840ac1,2025-11-17T02:55:06,/orcd/home/002/dewei/workspace/SmellNet/models/new_gcms_runs_w50_all/SEL_grad_w50-transformer-c1-g0-w50-bs32-lr0.0003-seed42-20251117-025350-840ac1/results.jsonl
transformer,True,34.51015055179596,71.75639867782593,32.03598877394142,35.20454588889371,31.0923251351564,0,50,42,0.001,32,90,SEL_grad_w50-transformer-c1-g0-w50-bs32-lr0.001-seed42-20251117-030123-9ddcce,2025-11-17T03:02:40,/orcd/home/002/dewei/workspace/SmellNet/models/new_gcms_runs_w50_all/SEL_grad_w50-transformer-c1-g0-w50-bs32-lr0.001-seed42-20251117-030123-9ddcce/results.jsonl
