2025-07-29 14:38:58,990 - INFO - ------------------------------------Gradient Period 25-------------------------------------------
2025-07-29 14:38:58,990 - INFO - [Gradient Period 25 Run 1] Starting
2025-07-29 14:39:01,573 - INFO - Training on device: cuda
2025-07-29 14:39:01,829 - INFO - Epoch 01: Loss = 289.0835, Accuracy = 2.83%
2025-07-29 14:39:01,929 - INFO - Epoch 02: Loss = 286.6678, Accuracy = 5.54%
2025-07-29 14:39:02,031 - INFO - Epoch 03: Loss = 282.1894, Accuracy = 8.33%
2025-07-29 14:39:02,130 - INFO - Epoch 04: Loss = 272.1842, Accuracy = 7.10%
2025-07-29 14:39:02,230 - INFO - Epoch 05: Loss = 259.8906, Accuracy = 8.79%
2025-07-29 14:39:02,329 - INFO - Epoch 06: Loss = 249.3071, Accuracy = 9.73%
2025-07-29 14:39:02,429 - INFO - Epoch 07: Loss = 241.4830, Accuracy = 11.37%
2025-07-29 14:39:02,528 - INFO - Epoch 08: Loss = 235.6489, Accuracy = 13.23%
2025-07-29 14:39:02,627 - INFO - Epoch 09: Loss = 230.4428, Accuracy = 14.93%
2025-07-29 14:39:02,726 - INFO - Epoch 10: Loss = 226.0198, Accuracy = 14.84%
2025-07-29 14:39:02,825 - INFO - Epoch 11: Loss = 221.5792, Accuracy = 16.24%
2025-07-29 14:39:02,926 - INFO - Epoch 12: Loss = 217.7519, Accuracy = 17.46%
2025-07-29 14:39:03,025 - INFO - Epoch 13: Loss = 214.2907, Accuracy = 18.82%
2025-07-29 14:39:03,124 - INFO - Epoch 14: Loss = 211.1141, Accuracy = 19.70%
2025-07-29 14:39:03,223 - INFO - Epoch 15: Loss = 207.9325, Accuracy = 20.25%
2025-07-29 14:39:03,322 - INFO - Epoch 16: Loss = 204.9126, Accuracy = 20.63%
2025-07-29 14:39:03,421 - INFO - Epoch 17: Loss = 202.2960, Accuracy = 21.06%
2025-07-29 14:39:03,520 - INFO - Epoch 18: Loss = 199.6184, Accuracy = 22.83%
2025-07-29 14:39:03,619 - INFO - Epoch 19: Loss = 197.4450, Accuracy = 23.38%
2025-07-29 14:39:03,718 - INFO - Epoch 20: Loss = 195.2290, Accuracy = 23.17%
2025-07-29 14:39:03,820 - INFO - Epoch 21: Loss = 193.4900, Accuracy = 24.19%
2025-07-29 14:39:03,920 - INFO - Epoch 22: Loss = 191.5553, Accuracy = 24.06%
2025-07-29 14:39:04,019 - INFO - Epoch 23: Loss = 189.4908, Accuracy = 25.29%
2025-07-29 14:39:04,118 - INFO - Epoch 24: Loss = 187.9675, Accuracy = 25.16%
2025-07-29 14:39:04,217 - INFO - Epoch 25: Loss = 186.2638, Accuracy = 25.96%
2025-07-29 14:39:04,316 - INFO - Epoch 26: Loss = 184.5160, Accuracy = 26.55%
2025-07-29 14:39:04,415 - INFO - Epoch 27: Loss = 183.4437, Accuracy = 26.17%
2025-07-29 14:39:04,514 - INFO - Epoch 28: Loss = 181.8839, Accuracy = 26.55%
2025-07-29 14:39:04,613 - INFO - Epoch 29: Loss = 180.6594, Accuracy = 26.93%
2025-07-29 14:39:04,713 - INFO - Epoch 30: Loss = 179.1547, Accuracy = 28.63%
2025-07-29 14:39:04,812 - INFO - Epoch 31: Loss = 178.1290, Accuracy = 28.16%
2025-07-29 14:39:04,911 - INFO - Epoch 32: Loss = 176.3829, Accuracy = 28.79%
2025-07-29 14:39:05,010 - INFO - Epoch 33: Loss = 175.9956, Accuracy = 29.13%
2025-07-29 14:39:05,109 - INFO - Epoch 34: Loss = 174.3031, Accuracy = 29.18%
