2025-07-29 22:49:26,595 - INFO - ------------------------------------Gradient Period 25-------------------------------------------
2025-07-29 22:49:26,595 - INFO - [Gradient Period 25 Run 1] Starting
2025-07-29 22:49:29,698 - INFO - Training on device: cuda
2025-07-29 22:49:30,147 - INFO - Epoch 01: Loss = 296.0715, Accuracy = 3.93%
2025-07-29 22:49:30,324 - INFO - Epoch 02: Loss = 292.4625, Accuracy = 6.75%
2025-07-29 22:49:30,497 - INFO - Epoch 03: Loss = 286.0174, Accuracy = 9.11%
2025-07-29 22:49:30,670 - INFO - Epoch 04: Loss = 273.5361, Accuracy = 9.98%
2025-07-29 22:49:30,842 - INFO - Epoch 05: Loss = 258.8051, Accuracy = 11.59%
2025-07-29 22:49:31,015 - INFO - Epoch 06: Loss = 247.1979, Accuracy = 13.58%
2025-07-29 22:49:31,187 - INFO - Epoch 07: Loss = 237.8219, Accuracy = 16.14%
2025-07-29 22:49:31,360 - INFO - Epoch 08: Loss = 229.5372, Accuracy = 17.96%
2025-07-29 22:49:31,532 - INFO - Epoch 09: Loss = 223.1772, Accuracy = 19.78%
2025-07-29 22:49:31,704 - INFO - Epoch 10: Loss = 217.2929, Accuracy = 20.70%
2025-07-29 22:49:31,876 - INFO - Epoch 11: Loss = 212.4976, Accuracy = 21.23%
2025-07-29 22:49:32,051 - INFO - Epoch 12: Loss = 208.1551, Accuracy = 22.27%
2025-07-29 22:49:32,223 - INFO - Epoch 13: Loss = 204.1551, Accuracy = 23.34%
2025-07-29 22:49:32,396 - INFO - Epoch 14: Loss = 201.3432, Accuracy = 24.01%
2025-07-29 22:49:32,568 - INFO - Epoch 15: Loss = 198.0474, Accuracy = 25.50%
2025-07-29 22:49:32,740 - INFO - Epoch 16: Loss = 195.5608, Accuracy = 25.41%
2025-07-29 22:49:32,912 - INFO - Epoch 17: Loss = 191.7074, Accuracy = 26.28%
2025-07-29 22:49:33,084 - INFO - Epoch 18: Loss = 189.2865, Accuracy = 26.16%
2025-07-29 22:49:33,257 - INFO - Epoch 19: Loss = 186.6223, Accuracy = 27.86%
2025-07-29 22:49:33,428 - INFO - Epoch 20: Loss = 184.2571, Accuracy = 29.26%
2025-07-29 22:49:33,600 - INFO - Epoch 21: Loss = 182.1992, Accuracy = 30.22%
2025-07-29 22:49:33,772 - INFO - Epoch 22: Loss = 180.1993, Accuracy = 29.39%
2025-07-29 22:49:33,945 - INFO - Epoch 23: Loss = 177.5590, Accuracy = 30.05%
2025-07-29 22:49:34,119 - INFO - Epoch 24: Loss = 175.5742, Accuracy = 31.13%
2025-07-29 22:49:34,291 - INFO - Epoch 25: Loss = 173.4801, Accuracy = 33.03%
2025-07-29 22:49:34,463 - INFO - Epoch 26: Loss = 171.7934, Accuracy = 32.91%
2025-07-29 22:49:34,635 - INFO - Epoch 27: Loss = 170.3958, Accuracy = 34.23%
2025-07-29 22:49:34,806 - INFO - Epoch 28: Loss = 168.4399, Accuracy = 34.89%
2025-07-29 22:49:34,978 - INFO - Epoch 29: Loss = 166.9413, Accuracy = 35.06%
2025-07-29 22:49:35,152 - INFO - Epoch 30: Loss = 165.2652, Accuracy = 35.35%
2025-07-29 22:49:35,324 - INFO - Epoch 31: Loss = 163.9491, Accuracy = 36.22%
2025-07-29 22:49:35,496 - INFO - Epoch 32: Loss = 161.7701, Accuracy = 36.05%
2025-07-29 22:49:35,667 - INFO - Epoch 33: Loss = 159.9704, Accuracy = 36.88%
2025-07-29 22:49:35,839 - INFO - Epoch 34: Loss = 158.0102, Accuracy = 37.46%
2025-07-29 22:49:36,011 - INFO - Epoch 35: Loss = 156.8406, Accuracy = 37.75%
2025-07-29 22:49:36,183 - INFO - Epoch 36: Loss = 155.4432, Accuracy = 38.04%
2025-07-29 22:49:36,355 - INFO - Epoch 37: Loss = 154.2132, Accuracy = 37.96%
2025-07-29 22:49:36,526 - INFO - Epoch 38: Loss = 152.3304, Accuracy = 39.40%
2025-07-29 22:49:36,698 - INFO - Epoch 39: Loss = 151.1088, Accuracy = 39.28%
2025-07-29 22:49:36,870 - INFO - Epoch 40: Loss = 149.5600, Accuracy = 40.36%
2025-07-29 22:49:37,043 - INFO - Epoch 41: Loss = 148.0722, Accuracy = 41.06%
2025-07-29 22:49:37,216 - INFO - Epoch 42: Loss = 146.9799, Accuracy = 41.27%
2025-07-29 22:49:37,387 - INFO - Epoch 43: Loss = 145.7454, Accuracy = 41.64%
2025-07-29 22:49:37,559 - INFO - Epoch 44: Loss = 144.8402, Accuracy = 42.22%
2025-07-29 22:49:37,730 - INFO - Epoch 45: Loss = 143.3121, Accuracy = 41.97%
2025-07-29 22:49:37,902 - INFO - Epoch 46: Loss = 141.9851, Accuracy = 41.80%
2025-07-29 22:49:38,074 - INFO - Epoch 47: Loss = 140.9781, Accuracy = 43.17%
2025-07-29 22:49:38,246 - INFO - Epoch 48: Loss = 138.9171, Accuracy = 44.54%
2025-07-29 22:49:38,417 - INFO - Epoch 49: Loss = 138.2909, Accuracy = 44.29%
2025-07-29 22:49:38,589 - INFO - Epoch 50: Loss = 136.8201, Accuracy = 45.57%
2025-07-29 22:49:38,761 - INFO - Epoch 51: Loss = 134.7567, Accuracy = 45.74%
2025-07-29 22:49:38,933 - INFO - Epoch 52: Loss = 133.7949, Accuracy = 46.73%
2025-07-29 22:49:39,105 - INFO - Epoch 53: Loss = 133.5369, Accuracy = 45.70%
2025-07-29 22:49:39,277 - INFO - Epoch 54: Loss = 131.4651, Accuracy = 47.52%
2025-07-29 22:49:39,449 - INFO - Epoch 55: Loss = 131.1208, Accuracy = 46.40%
2025-07-29 22:49:39,621 - INFO - Epoch 56: Loss = 129.2371, Accuracy = 47.39%
2025-07-29 22:49:39,793 - INFO - Epoch 57: Loss = 128.3011, Accuracy = 48.30%
2025-07-29 22:49:39,964 - INFO - Epoch 58: Loss = 128.1116, Accuracy = 47.56%
2025-07-29 22:49:40,136 - INFO - Epoch 59: Loss = 126.0053, Accuracy = 48.59%
2025-07-29 22:49:40,308 - INFO - Epoch 60: Loss = 125.4985, Accuracy = 49.67%
2025-07-29 22:49:40,480 - INFO - Epoch 61: Loss = 124.0745, Accuracy = 49.75%
2025-07-29 22:49:40,651 - INFO - Epoch 62: Loss = 123.1807, Accuracy = 50.25%
2025-07-29 22:49:40,823 - INFO - Epoch 63: Loss = 122.1567, Accuracy = 51.28%
2025-07-29 22:49:40,995 - INFO - Epoch 64: Loss = 121.9162, Accuracy = 49.83%
2025-07-29 22:49:41,168 - INFO - Epoch 65: Loss = 120.4344, Accuracy = 51.28%
2025-07-29 22:49:41,340 - INFO - Epoch 66: Loss = 119.1146, Accuracy = 52.07%
2025-07-29 22:49:41,512 - INFO - Epoch 67: Loss = 118.3006, Accuracy = 51.45%
2025-07-29 22:49:41,684 - INFO - Epoch 68: Loss = 116.5077, Accuracy = 52.81%
2025-07-29 22:49:41,856 - INFO - Epoch 69: Loss = 115.9665, Accuracy = 53.44%
2025-07-29 22:49:42,028 - INFO - Epoch 70: Loss = 114.9004, Accuracy = 52.69%
2025-07-29 22:49:42,199 - INFO - Epoch 71: Loss = 114.0982, Accuracy = 52.81%
2025-07-29 22:49:42,371 - INFO - Epoch 72: Loss = 113.3342, Accuracy = 53.52%
2025-07-29 22:49:42,543 - INFO - Epoch 73: Loss = 111.9108, Accuracy = 53.97%
2025-07-29 22:49:42,715 - INFO - Epoch 74: Loss = 110.8648, Accuracy = 54.72%
2025-07-29 22:49:42,887 - INFO - Epoch 75: Loss = 110.7104, Accuracy = 55.55%
2025-07-29 22:49:43,059 - INFO - Epoch 76: Loss = 110.0719, Accuracy = 55.01%
2025-07-29 22:49:43,231 - INFO - Epoch 77: Loss = 108.6319, Accuracy = 55.50%
2025-07-29 22:49:43,403 - INFO - Epoch 78: Loss = 107.5091, Accuracy = 56.62%
2025-07-29 22:49:43,575 - INFO - Epoch 79: Loss = 106.3138, Accuracy = 56.95%
2025-07-29 22:49:43,746 - INFO - Epoch 80: Loss = 105.6074, Accuracy = 57.20%
2025-07-29 22:49:43,918 - INFO - Epoch 81: Loss = 104.7703, Accuracy = 57.41%
2025-07-29 22:49:44,090 - INFO - Epoch 82: Loss = 102.8564, Accuracy = 58.11%
2025-07-29 22:49:44,262 - INFO - Epoch 83: Loss = 102.9669, Accuracy = 58.03%
2025-07-29 22:49:44,434 - INFO - Epoch 84: Loss = 102.4581, Accuracy = 57.74%
2025-07-29 22:49:44,605 - INFO - Epoch 85: Loss = 101.0126, Accuracy = 59.02%
2025-07-29 22:49:44,777 - INFO - Epoch 86: Loss = 100.9352, Accuracy = 58.53%
2025-07-29 22:49:44,949 - INFO - Epoch 87: Loss = 99.0009, Accuracy = 59.56%
2025-07-29 22:49:45,122 - INFO - Epoch 88: Loss = 98.0987, Accuracy = 59.98%
2025-07-29 22:49:45,294 - INFO - Epoch 89: Loss = 96.9751, Accuracy = 60.97%
2025-07-29 22:49:45,466 - INFO - Epoch 90: Loss = 97.2226, Accuracy = 60.31%
2025-07-29 22:49:45,638 - INFO - Epoch 91: Loss = 95.4470, Accuracy = 61.22%
2025-07-29 22:49:45,810 - INFO - Epoch 92: Loss = 95.2353, Accuracy = 61.34%
2025-07-29 22:49:45,981 - INFO - Epoch 93: Loss = 93.9792, Accuracy = 61.71%
2025-07-29 22:49:46,153 - INFO - Epoch 94: Loss = 92.8449, Accuracy = 62.71%
2025-07-29 22:49:46,325 - INFO - Epoch 95: Loss = 91.7533, Accuracy = 63.29%
2025-07-29 22:49:46,497 - INFO - Epoch 96: Loss = 91.2128, Accuracy = 62.91%
