2025-07-29 22:42:17,082 - INFO - ------------------------------------Gradient Period 25-------------------------------------------
2025-07-29 22:42:17,082 - INFO - [Gradient Period 25 Run 1] Starting
2025-07-29 22:42:24,149 - INFO - Training on device: cuda
2025-07-29 22:42:25,518 - INFO - Epoch 01: Loss = 335.9975, Accuracy = 1.20%
2025-07-29 22:42:25,666 - INFO - Epoch 02: Loss = 333.3244, Accuracy = 3.65%
2025-07-29 22:42:25,814 - INFO - Epoch 03: Loss = 328.7701, Accuracy = 5.22%
2025-07-29 22:42:25,961 - INFO - Epoch 04: Loss = 320.6063, Accuracy = 8.03%
2025-07-29 22:42:26,108 - INFO - Epoch 05: Loss = 309.3857, Accuracy = 9.34%
2025-07-29 22:42:26,259 - INFO - Epoch 06: Loss = 298.0518, Accuracy = 9.60%
2025-07-29 22:42:26,407 - INFO - Epoch 07: Loss = 290.7300, Accuracy = 10.18%
2025-07-29 22:42:26,554 - INFO - Epoch 08: Loss = 285.7644, Accuracy = 11.24%
2025-07-29 22:42:26,702 - INFO - Epoch 09: Loss = 281.9148, Accuracy = 11.79%
2025-07-29 22:42:26,849 - INFO - Epoch 10: Loss = 277.8463, Accuracy = 12.66%
2025-07-29 22:42:26,996 - INFO - Epoch 11: Loss = 274.3792, Accuracy = 13.03%
2025-07-29 22:42:27,144 - INFO - Epoch 12: Loss = 270.6628, Accuracy = 13.69%
2025-07-29 22:42:27,291 - INFO - Epoch 13: Loss = 267.1938, Accuracy = 14.31%
2025-07-29 22:42:27,438 - INFO - Epoch 14: Loss = 263.3399, Accuracy = 14.49%
2025-07-29 22:42:27,587 - INFO - Epoch 15: Loss = 259.9563, Accuracy = 15.58%
2025-07-29 22:42:27,734 - INFO - Epoch 16: Loss = 256.3124, Accuracy = 15.95%
2025-07-29 22:42:27,882 - INFO - Epoch 17: Loss = 252.9663, Accuracy = 16.68%
2025-07-29 22:42:28,029 - INFO - Epoch 18: Loss = 249.7699, Accuracy = 17.41%
2025-07-29 22:42:28,177 - INFO - Epoch 19: Loss = 246.9929, Accuracy = 18.50%
2025-07-29 22:42:28,324 - INFO - Epoch 20: Loss = 244.3853, Accuracy = 19.05%
2025-07-29 22:42:28,471 - INFO - Epoch 21: Loss = 242.0499, Accuracy = 19.20%
2025-07-29 22:42:28,618 - INFO - Epoch 22: Loss = 239.9409, Accuracy = 19.42%
2025-07-29 22:42:28,768 - INFO - Epoch 23: Loss = 238.0046, Accuracy = 19.67%
2025-07-29 22:42:28,915 - INFO - Epoch 24: Loss = 236.1217, Accuracy = 20.22%
2025-07-29 22:42:29,062 - INFO - Epoch 25: Loss = 234.4016, Accuracy = 20.77%
2025-07-29 22:42:29,209 - INFO - Epoch 26: Loss = 232.7046, Accuracy = 21.61%
2025-07-29 22:42:29,357 - INFO - Epoch 27: Loss = 231.0763, Accuracy = 21.75%
2025-07-29 22:42:29,504 - INFO - Epoch 28: Loss = 229.6375, Accuracy = 21.57%
2025-07-29 22:42:29,651 - INFO - Epoch 29: Loss = 227.7706, Accuracy = 22.08%
2025-07-29 22:42:29,800 - INFO - Epoch 30: Loss = 226.6125, Accuracy = 22.45%
2025-07-29 22:42:29,952 - INFO - Epoch 31: Loss = 225.0473, Accuracy = 23.14%
2025-07-29 22:42:30,099 - INFO - Epoch 32: Loss = 223.4798, Accuracy = 23.65%
2025-07-29 22:42:30,246 - INFO - Epoch 33: Loss = 222.4308, Accuracy = 24.20%
2025-07-29 22:42:30,394 - INFO - Epoch 34: Loss = 220.9165, Accuracy = 24.71%
2025-07-29 22:42:30,541 - INFO - Epoch 35: Loss = 219.4327, Accuracy = 25.33%
2025-07-29 22:42:30,688 - INFO - Epoch 36: Loss = 218.3529, Accuracy = 25.58%
2025-07-29 22:42:30,834 - INFO - Epoch 37: Loss = 217.4376, Accuracy = 25.80%
2025-07-29 22:42:30,982 - INFO - Epoch 38: Loss = 215.9166, Accuracy = 26.17%
2025-07-29 22:42:31,129 - INFO - Epoch 39: Loss = 214.6394, Accuracy = 26.61%
2025-07-29 22:42:31,277 - INFO - Epoch 40: Loss = 213.3196, Accuracy = 27.19%
2025-07-29 22:42:31,426 - INFO - Epoch 41: Loss = 211.7903, Accuracy = 27.08%
2025-07-29 22:42:31,574 - INFO - Epoch 42: Loss = 210.6677, Accuracy = 26.90%
2025-07-29 22:42:31,721 - INFO - Epoch 43: Loss = 209.6358, Accuracy = 27.59%
2025-07-29 22:42:31,868 - INFO - Epoch 44: Loss = 208.6417, Accuracy = 27.88%
2025-07-29 22:42:32,015 - INFO - Epoch 45: Loss = 207.1013, Accuracy = 28.25%
2025-07-29 22:42:32,162 - INFO - Epoch 46: Loss = 205.9834, Accuracy = 29.05%
2025-07-29 22:42:32,309 - INFO - Epoch 47: Loss = 204.7005, Accuracy = 29.64%
2025-07-29 22:42:32,456 - INFO - Epoch 48: Loss = 203.3787, Accuracy = 29.34%
2025-07-29 22:42:32,603 - INFO - Epoch 49: Loss = 202.5229, Accuracy = 29.96%
2025-07-29 22:42:32,750 - INFO - Epoch 50: Loss = 201.4159, Accuracy = 29.71%
2025-07-29 22:42:32,899 - INFO - Epoch 51: Loss = 200.0606, Accuracy = 29.85%
2025-07-29 22:42:33,046 - INFO - Epoch 52: Loss = 198.9977, Accuracy = 30.00%
2025-07-29 22:42:33,193 - INFO - Epoch 53: Loss = 198.2150, Accuracy = 30.58%
2025-07-29 22:42:33,339 - INFO - Epoch 54: Loss = 196.7333, Accuracy = 30.80%
2025-07-29 22:42:33,486 - INFO - Epoch 55: Loss = 195.6571, Accuracy = 31.06%
2025-07-29 22:42:33,633 - INFO - Epoch 56: Loss = 194.8553, Accuracy = 31.39%
2025-07-29 22:42:33,780 - INFO - Epoch 57: Loss = 193.8443, Accuracy = 31.35%
2025-07-29 22:42:33,927 - INFO - Epoch 58: Loss = 193.0378, Accuracy = 31.46%
2025-07-29 22:42:34,074 - INFO - Epoch 59: Loss = 191.6434, Accuracy = 32.63%
2025-07-29 22:42:34,222 - INFO - Epoch 60: Loss = 190.2640, Accuracy = 32.59%
2025-07-29 22:42:34,370 - INFO - Epoch 61: Loss = 189.7314, Accuracy = 32.74%
2025-07-29 22:42:34,517 - INFO - Epoch 62: Loss = 188.6122, Accuracy = 33.43%
2025-07-29 22:42:34,665 - INFO - Epoch 63: Loss = 187.6669, Accuracy = 33.07%
2025-07-29 22:42:34,812 - INFO - Epoch 64: Loss = 186.9466, Accuracy = 33.94%
2025-07-29 22:42:34,959 - INFO - Epoch 65: Loss = 186.0906, Accuracy = 34.12%
2025-07-29 22:42:35,105 - INFO - Epoch 66: Loss = 184.9879, Accuracy = 34.12%
2025-07-29 22:42:35,252 - INFO - Epoch 67: Loss = 184.4354, Accuracy = 34.23%
2025-07-29 22:42:35,399 - INFO - Epoch 68: Loss = 183.4672, Accuracy = 34.38%
2025-07-29 22:42:35,546 - INFO - Epoch 69: Loss = 182.5172, Accuracy = 34.67%
2025-07-29 22:42:35,693 - INFO - Epoch 70: Loss = 181.5458, Accuracy = 35.33%
2025-07-29 22:42:35,840 - INFO - Epoch 71: Loss = 180.8394, Accuracy = 35.04%
2025-07-29 22:42:35,988 - INFO - Epoch 72: Loss = 179.7794, Accuracy = 35.40%
2025-07-29 22:42:36,136 - INFO - Epoch 73: Loss = 179.0181, Accuracy = 36.24%
2025-07-29 22:42:36,282 - INFO - Epoch 74: Loss = 178.0005, Accuracy = 36.24%
2025-07-29 22:42:36,429 - INFO - Epoch 75: Loss = 177.4271, Accuracy = 36.39%
2025-07-29 22:42:36,576 - INFO - Epoch 76: Loss = 176.3826, Accuracy = 36.53%
2025-07-29 22:42:36,723 - INFO - Epoch 77: Loss = 175.8341, Accuracy = 37.26%
2025-07-29 22:42:36,870 - INFO - Epoch 78: Loss = 175.1623, Accuracy = 36.79%
2025-07-29 22:42:37,017 - INFO - Epoch 79: Loss = 174.0046, Accuracy = 37.63%
2025-07-29 22:42:37,164 - INFO - Epoch 80: Loss = 173.4130, Accuracy = 37.41%
2025-07-29 22:42:37,311 - INFO - Epoch 81: Loss = 172.5061, Accuracy = 38.03%
2025-07-29 22:42:37,458 - INFO - Epoch 82: Loss = 171.8841, Accuracy = 37.55%
2025-07-29 22:42:37,607 - INFO - Epoch 83: Loss = 171.4501, Accuracy = 38.25%
2025-07-29 22:42:37,755 - INFO - Epoch 84: Loss = 170.3524, Accuracy = 38.28%
2025-07-29 22:42:37,902 - INFO - Epoch 85: Loss = 169.8803, Accuracy = 37.96%
2025-07-29 22:42:38,049 - INFO - Epoch 86: Loss = 168.9007, Accuracy = 38.87%
2025-07-29 22:42:38,196 - INFO - Epoch 87: Loss = 168.1353, Accuracy = 39.01%
2025-07-29 22:42:38,343 - INFO - Epoch 88: Loss = 167.0583, Accuracy = 38.83%
2025-07-29 22:42:38,490 - INFO - Epoch 89: Loss = 166.4686, Accuracy = 39.42%
2025-07-29 22:42:38,637 - INFO - Epoch 90: Loss = 165.9588, Accuracy = 40.33%
2025-07-29 22:42:38,783 - INFO - Epoch 91: Loss = 165.1428, Accuracy = 39.82%
2025-07-29 22:42:38,930 - INFO - Epoch 92: Loss = 164.1371, Accuracy = 40.11%
2025-07-29 22:42:39,077 - INFO - Epoch 93: Loss = 163.6060, Accuracy = 39.89%
2025-07-29 22:42:39,224 - INFO - Epoch 94: Loss = 163.1347, Accuracy = 41.09%
2025-07-29 22:42:39,372 - INFO - Epoch 95: Loss = 162.3906, Accuracy = 40.40%
2025-07-29 22:42:39,519 - INFO - Epoch 96: Loss = 161.5472, Accuracy = 41.57%
2025-07-29 22:42:39,666 - INFO - Epoch 97: Loss = 160.8571, Accuracy = 42.04%
2025-07-29 22:42:39,813 - INFO - Epoch 98: Loss = 160.3875, Accuracy = 40.84%
2025-07-29 22:42:39,960 - INFO - Epoch 99: Loss = 159.3679, Accuracy = 41.97%
2025-07-29 22:42:40,106 - INFO - Epoch 100: Loss = 158.8075, Accuracy = 42.04%
2025-07-29 22:42:40,253 - INFO - Epoch 101: Loss = 158.0534, Accuracy = 42.01%
2025-07-29 22:42:40,400 - INFO - Epoch 102: Loss = 157.6356, Accuracy = 42.26%
2025-07-29 22:42:40,547 - INFO - Epoch 103: Loss = 156.5494, Accuracy = 43.21%
2025-07-29 22:42:40,694 - INFO - Epoch 104: Loss = 156.2794, Accuracy = 42.59%
2025-07-29 22:42:40,841 - INFO - Epoch 105: Loss = 155.3349, Accuracy = 43.32%
2025-07-29 22:42:40,988 - INFO - Epoch 106: Loss = 154.8080, Accuracy = 43.50%
2025-07-29 22:42:41,135 - INFO - Epoch 107: Loss = 154.1084, Accuracy = 43.83%
2025-07-29 22:42:41,282 - INFO - Epoch 108: Loss = 153.4329, Accuracy = 43.87%
2025-07-29 22:42:41,431 - INFO - Epoch 109: Loss = 152.9404, Accuracy = 44.49%
2025-07-29 22:42:41,578 - INFO - Epoch 110: Loss = 152.2062, Accuracy = 44.60%
