2025-07-29 23:33:48,000 - INFO - ------------------------------------Gradient Period 25-------------------------------------------
2025-07-29 23:33:48,000 - INFO - [Gradient Period 25 Run 1] Starting
2025-07-29 23:33:51,052 - INFO - Training on device: cuda
2025-07-29 23:33:51,474 - INFO - Epoch 01: Loss = 296.5923, Accuracy = 3.31%
2025-07-29 23:33:51,649 - INFO - Epoch 02: Loss = 293.9433, Accuracy = 5.96%
2025-07-29 23:33:51,820 - INFO - Epoch 03: Loss = 289.1470, Accuracy = 7.57%
2025-07-29 23:33:51,992 - INFO - Epoch 04: Loss = 278.0775, Accuracy = 7.57%
2025-07-29 23:33:52,163 - INFO - Epoch 05: Loss = 264.7261, Accuracy = 9.60%
2025-07-29 23:33:52,335 - INFO - Epoch 06: Loss = 253.2706, Accuracy = 12.09%
2025-07-29 23:33:52,506 - INFO - Epoch 07: Loss = 243.7552, Accuracy = 14.78%
2025-07-29 23:33:52,677 - INFO - Epoch 08: Loss = 235.2642, Accuracy = 15.15%
2025-07-29 23:33:52,848 - INFO - Epoch 09: Loss = 228.2279, Accuracy = 15.98%
2025-07-29 23:33:53,019 - INFO - Epoch 10: Loss = 222.5969, Accuracy = 16.56%
2025-07-29 23:33:53,189 - INFO - Epoch 11: Loss = 217.6775, Accuracy = 18.50%
2025-07-29 23:33:53,362 - INFO - Epoch 12: Loss = 213.6401, Accuracy = 19.04%
2025-07-29 23:33:53,534 - INFO - Epoch 13: Loss = 210.2946, Accuracy = 19.54%
2025-07-29 23:33:53,705 - INFO - Epoch 14: Loss = 207.4474, Accuracy = 21.19%
2025-07-29 23:33:53,875 - INFO - Epoch 15: Loss = 203.8352, Accuracy = 21.44%
2025-07-29 23:33:54,046 - INFO - Epoch 16: Loss = 201.1505, Accuracy = 22.56%
2025-07-29 23:33:54,217 - INFO - Epoch 17: Loss = 197.8961, Accuracy = 22.85%
2025-07-29 23:33:54,388 - INFO - Epoch 18: Loss = 195.6863, Accuracy = 23.80%
2025-07-29 23:33:54,559 - INFO - Epoch 19: Loss = 192.9846, Accuracy = 24.83%
2025-07-29 23:33:54,730 - INFO - Epoch 20: Loss = 190.6551, Accuracy = 25.66%
2025-07-29 23:33:54,900 - INFO - Epoch 21: Loss = 188.6626, Accuracy = 26.28%
2025-07-29 23:33:55,071 - INFO - Epoch 22: Loss = 186.3579, Accuracy = 27.19%
2025-07-29 23:33:55,242 - INFO - Epoch 23: Loss = 184.0099, Accuracy = 27.28%
2025-07-29 23:33:55,413 - INFO - Epoch 24: Loss = 181.5567, Accuracy = 29.18%
2025-07-29 23:33:55,584 - INFO - Epoch 25: Loss = 179.9660, Accuracy = 29.06%
2025-07-29 23:33:55,754 - INFO - Epoch 26: Loss = 177.5529, Accuracy = 30.55%
2025-07-29 23:33:55,925 - INFO - Epoch 27: Loss = 175.7789, Accuracy = 30.42%
2025-07-29 23:33:56,095 - INFO - Epoch 28: Loss = 173.7226, Accuracy = 32.00%
2025-07-29 23:33:56,266 - INFO - Epoch 29: Loss = 172.1562, Accuracy = 32.08%
2025-07-29 23:33:56,436 - INFO - Epoch 30: Loss = 169.5577, Accuracy = 32.16%
2025-07-29 23:33:56,607 - INFO - Epoch 31: Loss = 167.8306, Accuracy = 32.24%
2025-07-29 23:33:56,778 - INFO - Epoch 32: Loss = 166.5328, Accuracy = 33.69%
2025-07-29 23:33:56,948 - INFO - Epoch 33: Loss = 164.0087, Accuracy = 34.85%
2025-07-29 23:33:57,118 - INFO - Epoch 34: Loss = 162.7472, Accuracy = 35.14%
2025-07-29 23:33:57,289 - INFO - Epoch 35: Loss = 160.4452, Accuracy = 36.01%
2025-07-29 23:33:57,461 - INFO - Epoch 36: Loss = 159.3528, Accuracy = 36.05%
2025-07-29 23:33:57,632 - INFO - Epoch 37: Loss = 157.4394, Accuracy = 37.50%
2025-07-29 23:33:57,802 - INFO - Epoch 38: Loss = 156.4686, Accuracy = 37.46%
2025-07-29 23:33:57,973 - INFO - Epoch 39: Loss = 154.2606, Accuracy = 37.62%
2025-07-29 23:33:58,143 - INFO - Epoch 40: Loss = 152.8888, Accuracy = 38.58%
2025-07-29 23:33:58,314 - INFO - Epoch 41: Loss = 151.9186, Accuracy = 38.53%
2025-07-29 23:33:58,484 - INFO - Epoch 42: Loss = 150.2519, Accuracy = 39.98%
2025-07-29 23:33:58,655 - INFO - Epoch 43: Loss = 148.7714, Accuracy = 39.61%
2025-07-29 23:33:58,825 - INFO - Epoch 44: Loss = 147.0598, Accuracy = 40.11%
2025-07-29 23:33:58,995 - INFO - Epoch 45: Loss = 145.8959, Accuracy = 41.47%
2025-07-29 23:33:59,165 - INFO - Epoch 46: Loss = 144.0098, Accuracy = 41.39%
2025-07-29 23:33:59,336 - INFO - Epoch 47: Loss = 142.9446, Accuracy = 41.97%
2025-07-29 23:33:59,507 - INFO - Epoch 48: Loss = 141.8591, Accuracy = 41.97%
2025-07-29 23:33:59,677 - INFO - Epoch 49: Loss = 141.0448, Accuracy = 42.76%
2025-07-29 23:33:59,847 - INFO - Epoch 50: Loss = 139.6459, Accuracy = 42.26%
2025-07-29 23:34:00,018 - INFO - Epoch 51: Loss = 137.7987, Accuracy = 43.83%
2025-07-29 23:34:00,188 - INFO - Epoch 52: Loss = 136.3934, Accuracy = 43.71%
2025-07-29 23:34:00,358 - INFO - Epoch 53: Loss = 136.1245, Accuracy = 43.25%
2025-07-29 23:34:00,529 - INFO - Epoch 54: Loss = 134.7322, Accuracy = 44.54%
2025-07-29 23:34:00,699 - INFO - Epoch 55: Loss = 133.3577, Accuracy = 45.41%
2025-07-29 23:34:00,869 - INFO - Epoch 56: Loss = 132.1313, Accuracy = 45.36%
2025-07-29 23:34:01,040 - INFO - Epoch 57: Loss = 130.9237, Accuracy = 46.27%
2025-07-29 23:34:01,210 - INFO - Epoch 58: Loss = 129.9890, Accuracy = 46.40%
2025-07-29 23:34:01,381 - INFO - Epoch 59: Loss = 129.0304, Accuracy = 46.81%
2025-07-29 23:34:01,552 - INFO - Epoch 60: Loss = 127.9586, Accuracy = 47.31%
2025-07-29 23:34:01,722 - INFO - Epoch 61: Loss = 126.8257, Accuracy = 47.85%
2025-07-29 23:34:01,892 - INFO - Epoch 62: Loss = 125.3595, Accuracy = 48.14%
2025-07-29 23:34:02,063 - INFO - Epoch 63: Loss = 125.2010, Accuracy = 47.81%
2025-07-29 23:34:02,233 - INFO - Epoch 64: Loss = 123.6796, Accuracy = 48.43%
2025-07-29 23:34:02,403 - INFO - Epoch 65: Loss = 122.4179, Accuracy = 48.39%
2025-07-29 23:34:02,574 - INFO - Epoch 66: Loss = 122.0525, Accuracy = 49.30%
2025-07-29 23:34:02,744 - INFO - Epoch 67: Loss = 120.5288, Accuracy = 49.54%
2025-07-29 23:34:02,914 - INFO - Epoch 68: Loss = 119.4019, Accuracy = 50.87%
2025-07-29 23:34:03,084 - INFO - Epoch 69: Loss = 118.7543, Accuracy = 50.87%
2025-07-29 23:34:03,255 - INFO - Epoch 70: Loss = 117.6170, Accuracy = 51.49%
2025-07-29 23:34:03,426 - INFO - Epoch 71: Loss = 116.5435, Accuracy = 51.99%
