2025-07-30 13:49:30,242 - INFO - ------------------------------------Gradient Period 25-------------------------------------------
2025-07-30 13:49:30,243 - INFO - [Gradient Period 25 Run 1] Starting
2025-07-30 13:49:32,409 - INFO - Training on device: cuda
2025-07-30 13:49:32,792 - INFO - Epoch 01: Loss = 632.9330, Accuracy = 4.47%
2025-07-30 13:49:33,011 - INFO - Epoch 02: Loss = 610.8973, Accuracy = 9.67%
2025-07-30 13:49:33,230 - INFO - Epoch 03: Loss = 560.1803, Accuracy = 13.54%
2025-07-30 13:49:33,448 - INFO - Epoch 04: Loss = 512.7237, Accuracy = 15.95%
2025-07-30 13:49:33,669 - INFO - Epoch 05: Loss = 484.3136, Accuracy = 18.41%
2025-07-30 13:49:33,887 - INFO - Epoch 06: Loss = 464.4847, Accuracy = 20.72%
2025-07-30 13:49:34,105 - INFO - Epoch 07: Loss = 450.0141, Accuracy = 22.36%
2025-07-30 13:49:34,323 - INFO - Epoch 08: Loss = 436.5947, Accuracy = 23.92%
2025-07-30 13:49:34,543 - INFO - Epoch 09: Loss = 426.6214, Accuracy = 24.42%
2025-07-30 13:49:34,760 - INFO - Epoch 10: Loss = 416.6528, Accuracy = 25.39%
2025-07-30 13:49:34,978 - INFO - Epoch 11: Loss = 408.4142, Accuracy = 25.79%
2025-07-30 13:49:35,196 - INFO - Epoch 12: Loss = 400.0765, Accuracy = 27.45%
2025-07-30 13:49:35,416 - INFO - Epoch 13: Loss = 392.8080, Accuracy = 27.45%
2025-07-30 13:49:35,634 - INFO - Epoch 14: Loss = 384.5792, Accuracy = 28.10%
2025-07-30 13:49:35,852 - INFO - Epoch 15: Loss = 378.1215, Accuracy = 29.33%
2025-07-30 13:49:36,070 - INFO - Epoch 16: Loss = 371.5487, Accuracy = 29.66%
2025-07-30 13:49:36,289 - INFO - Epoch 17: Loss = 365.0699, Accuracy = 30.45%
2025-07-30 13:49:36,507 - INFO - Epoch 18: Loss = 358.1425, Accuracy = 31.39%
2025-07-30 13:49:36,724 - INFO - Epoch 19: Loss = 352.3847, Accuracy = 32.32%
2025-07-30 13:49:36,942 - INFO - Epoch 20: Loss = 346.7851, Accuracy = 33.11%
2025-07-30 13:49:37,160 - INFO - Epoch 21: Loss = 341.4305, Accuracy = 33.74%
2025-07-30 13:49:37,377 - INFO - Epoch 22: Loss = 336.2925, Accuracy = 35.54%
2025-07-30 13:49:37,595 - INFO - Epoch 23: Loss = 330.5437, Accuracy = 35.57%
2025-07-30 13:49:37,813 - INFO - Epoch 24: Loss = 325.5772, Accuracy = 36.07%
2025-07-30 13:49:38,030 - INFO - Epoch 25: Loss = 321.5509, Accuracy = 36.56%
2025-07-30 13:49:38,248 - INFO - Epoch 26: Loss = 317.4230, Accuracy = 37.69%
2025-07-30 13:49:38,465 - INFO - Epoch 27: Loss = 312.4552, Accuracy = 38.10%
2025-07-30 13:49:38,683 - INFO - Epoch 28: Loss = 308.1084, Accuracy = 38.67%
2025-07-30 13:49:38,901 - INFO - Epoch 29: Loss = 303.9355, Accuracy = 39.08%
2025-07-30 13:49:39,120 - INFO - Epoch 30: Loss = 299.5044, Accuracy = 39.81%
2025-07-30 13:49:39,338 - INFO - Epoch 31: Loss = 294.9292, Accuracy = 41.18%
2025-07-30 13:49:39,556 - INFO - Epoch 32: Loss = 291.3622, Accuracy = 41.41%
2025-07-30 13:49:39,774 - INFO - Epoch 33: Loss = 287.2925, Accuracy = 42.49%
2025-07-30 13:49:39,992 - INFO - Epoch 34: Loss = 283.9164, Accuracy = 42.85%
2025-07-30 13:49:40,210 - INFO - Epoch 35: Loss = 279.8190, Accuracy = 43.41%
2025-07-30 13:49:40,428 - INFO - Epoch 36: Loss = 276.2091, Accuracy = 44.43%
2025-07-30 13:49:40,645 - INFO - Epoch 37: Loss = 271.5737, Accuracy = 44.78%
2025-07-30 13:49:40,865 - INFO - Epoch 38: Loss = 268.7844, Accuracy = 45.22%
2025-07-30 13:49:41,083 - INFO - Epoch 39: Loss = 264.4588, Accuracy = 46.57%
2025-07-30 13:49:41,301 - INFO - Epoch 40: Loss = 261.1161, Accuracy = 47.52%
2025-07-30 13:49:41,519 - INFO - Epoch 41: Loss = 257.7722, Accuracy = 47.84%
2025-07-30 13:49:41,736 - INFO - Epoch 42: Loss = 254.7823, Accuracy = 48.71%
2025-07-30 13:49:41,954 - INFO - Epoch 43: Loss = 250.3667, Accuracy = 50.02%
2025-07-30 13:49:42,171 - INFO - Epoch 44: Loss = 246.7171, Accuracy = 50.23%
2025-07-30 13:49:42,390 - INFO - Epoch 45: Loss = 243.9949, Accuracy = 50.91%
2025-07-30 13:49:42,608 - INFO - Epoch 46: Loss = 241.4145, Accuracy = 51.69%
2025-07-30 13:49:42,826 - INFO - Epoch 47: Loss = 237.3806, Accuracy = 53.00%
2025-07-30 13:49:43,044 - INFO - Epoch 48: Loss = 234.5093, Accuracy = 52.81%
2025-07-30 13:49:43,262 - INFO - Epoch 49: Loss = 231.3229, Accuracy = 53.64%
2025-07-30 13:49:43,480 - INFO - Epoch 50: Loss = 228.3474, Accuracy = 53.76%
2025-07-30 13:49:43,698 - INFO - Epoch 51: Loss = 225.6381, Accuracy = 54.97%
2025-07-30 13:49:43,916 - INFO - Epoch 52: Loss = 222.4399, Accuracy = 54.55%
2025-07-30 13:49:44,134 - INFO - Epoch 53: Loss = 219.9372, Accuracy = 55.66%
2025-07-30 13:49:44,351 - INFO - Epoch 54: Loss = 217.4177, Accuracy = 56.26%
2025-07-30 13:49:44,569 - INFO - Epoch 55: Loss = 214.6222, Accuracy = 56.45%
2025-07-30 13:49:44,788 - INFO - Epoch 56: Loss = 212.1972, Accuracy = 57.22%
2025-07-30 13:49:45,006 - INFO - Epoch 57: Loss = 209.5354, Accuracy = 57.88%
2025-07-30 13:49:45,224 - INFO - Epoch 58: Loss = 207.8431, Accuracy = 58.15%
2025-07-30 13:49:45,441 - INFO - Epoch 59: Loss = 205.1742, Accuracy = 58.86%
2025-07-30 13:49:45,659 - INFO - Epoch 60: Loss = 203.3965, Accuracy = 58.63%
2025-07-30 13:49:45,877 - INFO - Epoch 61: Loss = 200.6867, Accuracy = 59.40%
2025-07-30 13:49:46,094 - INFO - Epoch 62: Loss = 199.5431, Accuracy = 59.50%
2025-07-30 13:49:46,313 - INFO - Epoch 63: Loss = 197.0158, Accuracy = 59.50%
2025-07-30 13:49:46,531 - INFO - Epoch 64: Loss = 193.1061, Accuracy = 61.34%
2025-07-30 13:49:46,748 - INFO - Epoch 65: Loss = 190.6071, Accuracy = 61.21%
2025-07-30 13:49:46,966 - INFO - Epoch 66: Loss = 189.1148, Accuracy = 60.92%
2025-07-30 13:49:47,184 - INFO - Epoch 67: Loss = 187.4626, Accuracy = 61.67%
2025-07-30 13:49:47,401 - INFO - Epoch 68: Loss = 185.9677, Accuracy = 61.65%
2025-07-30 13:49:47,619 - INFO - Epoch 69: Loss = 183.1894, Accuracy = 62.11%
2025-07-30 13:49:47,838 - INFO - Epoch 70: Loss = 181.8022, Accuracy = 63.21%
2025-07-30 13:49:48,056 - INFO - Epoch 71: Loss = 180.1207, Accuracy = 62.96%
2025-07-30 13:49:48,274 - INFO - Epoch 72: Loss = 176.4817, Accuracy = 64.10%
2025-07-30 13:49:48,491 - INFO - Epoch 73: Loss = 174.8195, Accuracy = 64.41%
2025-07-30 13:49:48,709 - INFO - Epoch 74: Loss = 173.6654, Accuracy = 63.89%
2025-07-30 13:49:48,926 - INFO - Epoch 75: Loss = 170.9561, Accuracy = 64.60%
2025-07-30 13:49:49,146 - INFO - Epoch 76: Loss = 170.1917, Accuracy = 64.89%
2025-07-30 13:49:49,364 - INFO - Epoch 77: Loss = 167.4830, Accuracy = 65.76%
2025-07-30 13:49:49,581 - INFO - Epoch 78: Loss = 166.4909, Accuracy = 65.35%
2025-07-30 13:49:49,799 - INFO - Epoch 79: Loss = 165.6302, Accuracy = 66.08%
2025-07-30 13:49:50,017 - INFO - Epoch 80: Loss = 164.1412, Accuracy = 65.99%
2025-07-30 13:49:50,234 - INFO - Epoch 81: Loss = 160.7265, Accuracy = 66.97%
2025-07-30 13:49:50,452 - INFO - Epoch 82: Loss = 159.5409, Accuracy = 66.80%
2025-07-30 13:49:50,670 - INFO - Epoch 83: Loss = 157.2009, Accuracy = 67.35%
