2025-07-30 13:02:16,767 - INFO - ------------------------------------Gradient Period 25-------------------------------------------
2025-07-30 13:02:16,768 - INFO - [Gradient Period 25 Run 1] Starting
2025-07-30 13:02:18,856 - INFO - Training on device: cuda
2025-07-30 13:02:19,072 - INFO - Epoch 01: Loss = 121.2266, Accuracy = 1.22%
2025-07-30 13:02:19,126 - INFO - Epoch 02: Loss = 120.8259, Accuracy = 1.93%
2025-07-30 13:02:19,179 - INFO - Epoch 03: Loss = 120.3745, Accuracy = 2.34%
2025-07-30 13:02:19,233 - INFO - Epoch 04: Loss = 119.8560, Accuracy = 3.67%
2025-07-30 13:02:19,286 - INFO - Epoch 05: Loss = 119.1799, Accuracy = 5.91%
2025-07-30 13:02:19,339 - INFO - Epoch 06: Loss = 118.2677, Accuracy = 7.94%
2025-07-30 13:02:19,392 - INFO - Epoch 07: Loss = 116.8819, Accuracy = 8.96%
2025-07-30 13:02:19,445 - INFO - Epoch 08: Loss = 114.7753, Accuracy = 9.67%
2025-07-30 13:02:19,499 - INFO - Epoch 09: Loss = 112.0558, Accuracy = 9.37%
2025-07-30 13:02:19,552 - INFO - Epoch 10: Loss = 109.3157, Accuracy = 10.79%
2025-07-30 13:02:19,605 - INFO - Epoch 11: Loss = 106.6565, Accuracy = 10.39%
2025-07-30 13:02:19,658 - INFO - Epoch 12: Loss = 104.3103, Accuracy = 12.32%
2025-07-30 13:02:19,711 - INFO - Epoch 13: Loss = 102.2836, Accuracy = 13.44%
2025-07-30 13:02:19,764 - INFO - Epoch 14: Loss = 100.4441, Accuracy = 14.66%
2025-07-30 13:02:19,817 - INFO - Epoch 15: Loss = 98.6405, Accuracy = 14.26%
2025-07-30 13:02:19,870 - INFO - Epoch 16: Loss = 97.3456, Accuracy = 15.58%
2025-07-30 13:02:19,923 - INFO - Epoch 17: Loss = 96.1363, Accuracy = 15.99%
2025-07-30 13:02:19,976 - INFO - Epoch 18: Loss = 94.8100, Accuracy = 15.99%
2025-07-30 13:02:20,029 - INFO - Epoch 19: Loss = 93.7498, Accuracy = 17.41%
2025-07-30 13:02:20,082 - INFO - Epoch 20: Loss = 92.7164, Accuracy = 19.76%
2025-07-30 13:02:20,135 - INFO - Epoch 21: Loss = 91.6956, Accuracy = 20.67%
2025-07-30 13:02:20,188 - INFO - Epoch 22: Loss = 90.6919, Accuracy = 21.28%
2025-07-30 13:02:20,241 - INFO - Epoch 23: Loss = 89.6332, Accuracy = 22.91%
2025-07-30 13:02:20,294 - INFO - Epoch 24: Loss = 88.7652, Accuracy = 23.83%
2025-07-30 13:02:20,347 - INFO - Epoch 25: Loss = 87.8569, Accuracy = 24.13%
2025-07-30 13:02:20,400 - INFO - Epoch 26: Loss = 87.0949, Accuracy = 25.46%
2025-07-30 13:02:20,453 - INFO - Epoch 27: Loss = 86.5603, Accuracy = 26.07%
2025-07-30 13:02:20,506 - INFO - Epoch 28: Loss = 85.5177, Accuracy = 25.76%
