2025-07-30 13:00:57,167 - INFO - ------------------------------------Gradient Period 25-------------------------------------------
2025-07-30 13:00:57,167 - INFO - [Gradient Period 25 Run 1] Starting
2025-07-30 13:00:59,170 - INFO - Training on device: cuda
2025-07-30 13:00:59,347 - INFO - Epoch 01: Loss = 31.3210, Accuracy = 3.20%
2025-07-30 13:00:59,361 - INFO - Epoch 02: Loss = 31.2871, Accuracy = 4.40%
2025-07-30 13:00:59,375 - INFO - Epoch 03: Loss = 31.2630, Accuracy = 4.80%
2025-07-30 13:00:59,389 - INFO - Epoch 04: Loss = 31.2300, Accuracy = 5.60%
2025-07-30 13:00:59,403 - INFO - Epoch 05: Loss = 31.1981, Accuracy = 6.40%
2025-07-30 13:00:59,417 - INFO - Epoch 06: Loss = 31.1709, Accuracy = 6.80%
2025-07-30 13:00:59,431 - INFO - Epoch 07: Loss = 31.1499, Accuracy = 7.20%
2025-07-30 13:00:59,445 - INFO - Epoch 08: Loss = 31.1140, Accuracy = 7.60%
2025-07-30 13:00:59,458 - INFO - Epoch 09: Loss = 31.0824, Accuracy = 7.60%
2025-07-30 13:00:59,472 - INFO - Epoch 10: Loss = 31.0488, Accuracy = 8.40%
2025-07-30 13:00:59,486 - INFO - Epoch 11: Loss = 31.0057, Accuracy = 8.80%
2025-07-30 13:00:59,500 - INFO - Epoch 12: Loss = 30.9695, Accuracy = 9.20%
2025-07-30 13:00:59,514 - INFO - Epoch 13: Loss = 30.9337, Accuracy = 9.20%
2025-07-30 13:00:59,527 - INFO - Epoch 14: Loss = 30.9027, Accuracy = 9.60%
2025-07-30 13:00:59,541 - INFO - Epoch 15: Loss = 30.8522, Accuracy = 9.60%
2025-07-30 13:00:59,555 - INFO - Epoch 16: Loss = 30.8151, Accuracy = 9.60%
2025-07-30 13:00:59,569 - INFO - Epoch 17: Loss = 30.7678, Accuracy = 9.60%
2025-07-30 13:00:59,582 - INFO - Epoch 18: Loss = 30.7070, Accuracy = 9.60%
2025-07-30 13:00:59,596 - INFO - Epoch 19: Loss = 30.6460, Accuracy = 10.00%
2025-07-30 13:00:59,610 - INFO - Epoch 20: Loss = 30.5952, Accuracy = 10.40%
2025-07-30 13:00:59,623 - INFO - Epoch 21: Loss = 30.5261, Accuracy = 11.20%
2025-07-30 13:00:59,637 - INFO - Epoch 22: Loss = 30.4601, Accuracy = 10.80%
2025-07-30 13:00:59,651 - INFO - Epoch 23: Loss = 30.3707, Accuracy = 11.20%
2025-07-30 13:00:59,664 - INFO - Epoch 24: Loss = 30.2810, Accuracy = 11.20%
2025-07-30 13:00:59,678 - INFO - Epoch 25: Loss = 30.2012, Accuracy = 11.20%
2025-07-30 13:00:59,692 - INFO - Epoch 26: Loss = 30.0655, Accuracy = 11.20%
2025-07-30 13:00:59,706 - INFO - Epoch 27: Loss = 29.9504, Accuracy = 11.20%
2025-07-30 13:00:59,719 - INFO - Epoch 28: Loss = 29.8451, Accuracy = 10.80%
2025-07-30 13:00:59,733 - INFO - Epoch 29: Loss = 29.6654, Accuracy = 10.80%
2025-07-30 13:00:59,747 - INFO - Epoch 30: Loss = 29.4772, Accuracy = 11.60%
2025-07-30 13:00:59,760 - INFO - Epoch 31: Loss = 29.3095, Accuracy = 11.60%
2025-07-30 13:00:59,774 - INFO - Epoch 32: Loss = 29.0905, Accuracy = 12.00%
2025-07-30 13:00:59,788 - INFO - Epoch 33: Loss = 28.8686, Accuracy = 13.20%
2025-07-30 13:00:59,802 - INFO - Epoch 34: Loss = 28.6020, Accuracy = 13.20%
2025-07-30 13:00:59,815 - INFO - Epoch 35: Loss = 28.3220, Accuracy = 14.00%
2025-07-30 13:00:59,829 - INFO - Epoch 36: Loss = 28.0601, Accuracy = 14.00%
2025-07-30 13:00:59,843 - INFO - Epoch 37: Loss = 27.8144, Accuracy = 13.60%
2025-07-30 13:00:59,856 - INFO - Epoch 38: Loss = 27.5548, Accuracy = 14.00%
2025-07-30 13:00:59,870 - INFO - Epoch 39: Loss = 27.2818, Accuracy = 14.00%
2025-07-30 13:00:59,884 - INFO - Epoch 40: Loss = 27.0266, Accuracy = 14.40%
2025-07-30 13:00:59,897 - INFO - Epoch 41: Loss = 26.7078, Accuracy = 13.60%
2025-07-30 13:00:59,911 - INFO - Epoch 42: Loss = 26.4829, Accuracy = 14.00%
2025-07-30 13:00:59,925 - INFO - Epoch 43: Loss = 26.2342, Accuracy = 14.40%
2025-07-30 13:00:59,938 - INFO - Epoch 44: Loss = 26.0597, Accuracy = 15.60%
2025-07-30 13:00:59,952 - INFO - Epoch 45: Loss = 25.8215, Accuracy = 14.80%
2025-07-30 13:00:59,966 - INFO - Epoch 46: Loss = 25.6271, Accuracy = 16.00%
2025-07-30 13:00:59,980 - INFO - Epoch 47: Loss = 25.4319, Accuracy = 15.60%
2025-07-30 13:00:59,993 - INFO - Epoch 48: Loss = 25.2284, Accuracy = 15.60%
2025-07-30 13:01:00,007 - INFO - Epoch 49: Loss = 24.9945, Accuracy = 16.40%
2025-07-30 13:01:00,021 - INFO - Epoch 50: Loss = 24.8623, Accuracy = 16.00%
2025-07-30 13:01:00,034 - INFO - Epoch 51: Loss = 24.6621, Accuracy = 16.00%
2025-07-30 13:01:00,048 - INFO - Epoch 52: Loss = 24.4669, Accuracy = 15.60%
2025-07-30 13:01:00,062 - INFO - Epoch 53: Loss = 24.3688, Accuracy = 15.60%
2025-07-30 13:01:00,075 - INFO - Epoch 54: Loss = 24.2299, Accuracy = 16.00%
2025-07-30 13:01:00,089 - INFO - Epoch 55: Loss = 24.0397, Accuracy = 15.60%
2025-07-30 13:01:00,103 - INFO - Epoch 56: Loss = 23.9212, Accuracy = 16.00%
2025-07-30 13:01:00,116 - INFO - Epoch 57: Loss = 23.7647, Accuracy = 16.40%
2025-07-30 13:01:00,130 - INFO - Epoch 58: Loss = 23.6331, Accuracy = 17.20%
2025-07-30 13:01:00,144 - INFO - Epoch 59: Loss = 23.4832, Accuracy = 16.80%
2025-07-30 13:01:00,158 - INFO - Epoch 60: Loss = 23.3403, Accuracy = 17.20%
2025-07-30 13:01:00,171 - INFO - Epoch 61: Loss = 23.2318, Accuracy = 18.00%
2025-07-30 13:01:00,185 - INFO - Epoch 62: Loss = 23.1036, Accuracy = 18.00%
2025-07-30 13:01:00,199 - INFO - Epoch 63: Loss = 23.0024, Accuracy = 18.40%
2025-07-30 13:01:00,212 - INFO - Epoch 64: Loss = 22.9133, Accuracy = 18.00%
2025-07-30 13:01:00,226 - INFO - Epoch 65: Loss = 22.7566, Accuracy = 19.20%
2025-07-30 13:01:00,240 - INFO - Epoch 66: Loss = 22.6875, Accuracy = 20.00%
2025-07-30 13:01:00,253 - INFO - Epoch 67: Loss = 22.5849, Accuracy = 20.80%
2025-07-30 13:01:00,267 - INFO - Epoch 68: Loss = 22.4127, Accuracy = 22.00%
2025-07-30 13:01:00,281 - INFO - Epoch 69: Loss = 22.3185, Accuracy = 21.60%
2025-07-30 13:01:00,294 - INFO - Epoch 70: Loss = 22.2320, Accuracy = 22.00%
2025-07-30 13:01:00,308 - INFO - Epoch 71: Loss = 22.1066, Accuracy = 23.20%
2025-07-30 13:01:00,322 - INFO - Epoch 72: Loss = 22.0937, Accuracy = 22.00%
2025-07-30 13:01:00,335 - INFO - Epoch 73: Loss = 21.9431, Accuracy = 23.20%
2025-07-30 13:01:00,349 - INFO - Epoch 74: Loss = 21.8328, Accuracy = 23.60%
2025-07-30 13:01:00,363 - INFO - Epoch 75: Loss = 21.7737, Accuracy = 23.20%
2025-07-30 13:01:00,376 - INFO - Epoch 76: Loss = 21.6386, Accuracy = 23.60%
2025-07-30 13:01:00,390 - INFO - Epoch 77: Loss = 21.5503, Accuracy = 23.60%
2025-07-30 13:01:00,404 - INFO - Epoch 78: Loss = 21.4366, Accuracy = 22.80%
2025-07-30 13:01:00,417 - INFO - Epoch 79: Loss = 21.3690, Accuracy = 23.20%
2025-07-30 13:01:00,431 - INFO - Epoch 80: Loss = 21.2418, Accuracy = 23.20%
2025-07-30 13:01:00,445 - INFO - Epoch 81: Loss = 21.1301, Accuracy = 25.60%
2025-07-30 13:01:00,459 - INFO - Epoch 82: Loss = 21.1076, Accuracy = 24.00%
2025-07-30 13:01:00,472 - INFO - Epoch 83: Loss = 21.0720, Accuracy = 23.20%
2025-07-30 13:01:00,486 - INFO - Epoch 84: Loss = 20.9466, Accuracy = 24.00%
2025-07-30 13:01:00,500 - INFO - Epoch 85: Loss = 20.8643, Accuracy = 25.20%
2025-07-30 13:01:00,513 - INFO - Epoch 86: Loss = 20.7194, Accuracy = 24.80%
2025-07-30 13:01:00,527 - INFO - Epoch 87: Loss = 20.7375, Accuracy = 26.00%
2025-07-30 13:01:00,541 - INFO - Epoch 88: Loss = 20.5906, Accuracy = 26.40%
2025-07-30 13:01:00,554 - INFO - Epoch 89: Loss = 20.4476, Accuracy = 26.40%
2025-07-30 13:01:00,568 - INFO - Epoch 90: Loss = 20.3968, Accuracy = 26.80%
2025-07-30 13:01:00,582 - INFO - Epoch 91: Loss = 20.3302, Accuracy = 28.00%
2025-07-30 13:01:00,595 - INFO - Epoch 92: Loss = 20.2479, Accuracy = 28.40%
2025-07-30 13:01:00,609 - INFO - Epoch 93: Loss = 20.1653, Accuracy = 28.40%
2025-07-30 13:01:00,623 - INFO - Epoch 94: Loss = 20.0379, Accuracy = 29.20%
2025-07-30 13:01:00,636 - INFO - Epoch 95: Loss = 19.9860, Accuracy = 29.60%
2025-07-30 13:01:00,650 - INFO - Epoch 96: Loss = 19.8832, Accuracy = 32.00%
2025-07-30 13:01:00,664 - INFO - Epoch 97: Loss = 19.8037, Accuracy = 31.20%
2025-07-30 13:01:00,677 - INFO - Epoch 98: Loss = 19.7190, Accuracy = 34.00%
2025-07-30 13:01:00,691 - INFO - Epoch 99: Loss = 19.6224, Accuracy = 33.60%
2025-07-30 13:01:00,705 - INFO - Epoch 100: Loss = 19.6234, Accuracy = 32.80%
2025-07-30 13:01:00,718 - INFO - Epoch 101: Loss = 19.4642, Accuracy = 33.60%
2025-07-30 13:01:00,732 - INFO - Epoch 102: Loss = 19.4208, Accuracy = 34.00%
2025-07-30 13:01:00,746 - INFO - Epoch 103: Loss = 19.2972, Accuracy = 34.40%
2025-07-30 13:01:00,759 - INFO - Epoch 104: Loss = 19.2365, Accuracy = 36.00%
