2025-07-30 13:09:33,471 - INFO - ------------------------------------Gradient Period 25-------------------------------------------
2025-07-30 13:09:33,471 - INFO - [Gradient Period 25 Run 1] Starting
2025-07-30 13:09:35,583 - INFO - Training on device: cuda
2025-07-30 13:09:35,827 - INFO - Epoch 01: Loss = 183.7664, Accuracy = 2.41%
2025-07-30 13:09:35,908 - INFO - Epoch 02: Loss = 182.4885, Accuracy = 5.15%
2025-07-30 13:09:35,987 - INFO - Epoch 03: Loss = 180.8303, Accuracy = 8.09%
2025-07-30 13:09:36,066 - INFO - Epoch 04: Loss = 178.0719, Accuracy = 9.43%
2025-07-30 13:09:36,145 - INFO - Epoch 05: Loss = 172.8706, Accuracy = 10.23%
2025-07-30 13:09:36,224 - INFO - Epoch 06: Loss = 166.4690, Accuracy = 10.70%
2025-07-30 13:09:36,304 - INFO - Epoch 07: Loss = 160.8413, Accuracy = 11.30%
2025-07-30 13:09:36,383 - INFO - Epoch 08: Loss = 156.8553, Accuracy = 12.37%
2025-07-30 13:09:36,462 - INFO - Epoch 09: Loss = 153.3463, Accuracy = 13.24%
2025-07-30 13:09:36,541 - INFO - Epoch 10: Loss = 150.2935, Accuracy = 13.84%
2025-07-30 13:09:36,619 - INFO - Epoch 11: Loss = 147.6227, Accuracy = 15.57%
2025-07-30 13:09:36,698 - INFO - Epoch 12: Loss = 145.1213, Accuracy = 15.78%
2025-07-30 13:09:36,781 - INFO - Epoch 13: Loss = 142.7094, Accuracy = 16.11%
2025-07-30 13:09:36,860 - INFO - Epoch 14: Loss = 140.7234, Accuracy = 17.65%
2025-07-30 13:09:36,939 - INFO - Epoch 15: Loss = 138.8462, Accuracy = 18.78%
2025-07-30 13:09:37,018 - INFO - Epoch 16: Loss = 136.8656, Accuracy = 18.92%
2025-07-30 13:09:37,097 - INFO - Epoch 17: Loss = 134.9221, Accuracy = 19.59%
2025-07-30 13:09:37,176 - INFO - Epoch 18: Loss = 133.2436, Accuracy = 19.99%
2025-07-30 13:09:37,255 - INFO - Epoch 19: Loss = 131.5267, Accuracy = 20.25%
2025-07-30 13:09:37,334 - INFO - Epoch 20: Loss = 129.6958, Accuracy = 21.46%
2025-07-30 13:09:37,413 - INFO - Epoch 21: Loss = 128.1450, Accuracy = 21.99%
2025-07-30 13:09:37,492 - INFO - Epoch 22: Loss = 126.6474, Accuracy = 22.59%
2025-07-30 13:09:37,571 - INFO - Epoch 23: Loss = 125.5413, Accuracy = 23.20%
2025-07-30 13:09:37,650 - INFO - Epoch 24: Loss = 124.3900, Accuracy = 23.80%
2025-07-30 13:09:37,729 - INFO - Epoch 25: Loss = 123.2655, Accuracy = 24.13%
