2025-07-30 13:04:47,931 - INFO - ------------------------------------Gradient Period 25-------------------------------------------
2025-07-30 13:04:47,931 - INFO - [Gradient Period 25 Run 1] Starting
2025-07-30 13:04:49,784 - INFO - Training on device: cuda
2025-07-30 13:04:50,000 - INFO - Epoch 01: Loss = 121.0961, Accuracy = 2.22%
2025-07-30 13:04:50,053 - INFO - Epoch 02: Loss = 120.5085, Accuracy = 3.64%
2025-07-30 13:04:50,107 - INFO - Epoch 03: Loss = 119.8797, Accuracy = 5.76%
2025-07-30 13:04:50,160 - INFO - Epoch 04: Loss = 119.0956, Accuracy = 6.47%
2025-07-30 13:04:50,213 - INFO - Epoch 05: Loss = 118.1082, Accuracy = 8.59%
2025-07-30 13:04:50,266 - INFO - Epoch 06: Loss = 116.7357, Accuracy = 9.00%
2025-07-30 13:04:50,319 - INFO - Epoch 07: Loss = 114.7996, Accuracy = 9.00%
2025-07-30 13:04:50,372 - INFO - Epoch 08: Loss = 112.1666, Accuracy = 7.28%
2025-07-30 13:04:50,425 - INFO - Epoch 09: Loss = 109.6816, Accuracy = 7.38%
2025-07-30 13:04:50,478 - INFO - Epoch 10: Loss = 107.4847, Accuracy = 7.79%
2025-07-30 13:04:50,531 - INFO - Epoch 11: Loss = 105.4441, Accuracy = 9.71%
2025-07-30 13:04:50,583 - INFO - Epoch 12: Loss = 103.4713, Accuracy = 12.03%
2025-07-30 13:04:50,636 - INFO - Epoch 13: Loss = 101.6474, Accuracy = 13.95%
2025-07-30 13:04:50,689 - INFO - Epoch 14: Loss = 99.9247, Accuracy = 16.58%
2025-07-30 13:04:50,742 - INFO - Epoch 15: Loss = 98.1072, Accuracy = 18.71%
2025-07-30 13:04:50,795 - INFO - Epoch 16: Loss = 96.1694, Accuracy = 19.62%
2025-07-30 13:04:50,848 - INFO - Epoch 17: Loss = 94.3272, Accuracy = 22.24%
2025-07-30 13:04:50,901 - INFO - Epoch 18: Loss = 92.6702, Accuracy = 22.65%
